basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3904908,ca.proc.d.1992-04-10.2.3.22,1992-04-10,f589a667-2e1e-4106-aa66-50b7ee358ea8,ca.m.1806,Ms. Langan:,Deputy Whip of the N.D.P.,ORAL QUESTION PERIOD,EMPLOYMENT,,"Why did he not tell us that during the committee?

",New Democratic Party,,Joy Langan,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=f589a667-2e1e-4106-aa66-50b7ee358ea8&Language=E&Section=ALL
3904909,ca.proc.d.1992-04-10.2.3.23,1992-04-10,93108f92-7ed6-4601-8610-a5aa10516fb9,ca.m.7259,Mr. Wilson (Etobicoke Centre):,"Minister for International Trade; Minister of Industry, Science and Technology",ORAL QUESTION PERIOD,EMPLOYMENT,,"Madam Speaker, it is very hard to give an answer to my hon. friend when all she is doing is yelling back. If she is not going to listen to the answer, then there is no point in giving her one.

",Progressive Conservative,,Michael Holcombe Wilson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=93108f92-7ed6-4601-8610-a5aa10516fb9&Language=E&Section=ALL
3904910,ca.proc.d.1992-04-10.2.3.24,1992-04-10,3c3a67cc-b4f6-4d09-a652-c15faeb264a4,ca.m.4255,Mr. Ronald J. Duhamel (St. Boniface):,,ORAL QUESTION PERIOD,EMPLOYMENT,,"Madam Speaker, my question is directed to the Acting Prime Minister.
In this country today, 414,000 young Canadians are out of work. This figure will increase as thousands of young Canadians finish college and university.
What specific measures and programs is this government considering now to ensure that these young people will be able to find work?

",Liberal,,Ron J. Duhamel,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3c3a67cc-b4f6-4d09-a652-c15faeb264a4&Language=E&Section=ALL
3904911,ca.proc.d.1992-04-10.2.3.25,1992-04-10,71c118d7-3cce-4efc-865f-821d79ecc257,ca.m.1576,Hon. John McDermid (Minister of State (Finance and Privatization)):,Minister of State (Finance and Privatization),ORAL QUESTION PERIOD,EMPLOYMENT,,"Madam Speaker, one of the great concerns in this country is the drop-out rate from high schools. It is very high in this country. Although education constitutionally is a provincial responsibility, we are co-operating with the provinces in encouraging young people to stay in school to get the basics.
A lot of the unemployment problems we have now are because young people do not have the education. The premier of British Columbia pointed out very clearly not too long ago that there were 300,000 high-tech jobs available in this country going unfilled because we had not trained our young people to take those jobs.
April 10, 1992

That is what the training programs are about. That is what the $3.4 billion we are spending in 1992 is for. It is to help just those people.

",Progressive Conservative,,John Horton McDermid,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=71c118d7-3cce-4efc-865f-821d79ecc257&Language=E&Section=ALL
3904912,ca.proc.d.1992-04-10.2.3.26,1992-04-10,3c3a67cc-b4f6-4d09-a652-c15faeb264a4,ca.m.4255,Mr. Ronald J. Duhamel (St. Boniface):,,ORAL QUESTION PERIOD,EMPLOYMENT,,"Madam Speaker, my supplementary is to the same minister.
Since 1985 this government has slashed the Summer Employment Experience Development program by almost $70 million. There are 85,000 more young Canadians not working today than there were a year ago.
Why will the minister not review these cuts and find the necessary money in order to ensure that young people are able to get back to work? The minister could start by looking at the advertising budget. There would be enough money there to do that.

",Liberal,,Ron J. Duhamel,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3c3a67cc-b4f6-4d09-a652-c15faeb264a4&Language=E&Section=ALL
3904913,ca.proc.d.1992-04-10.2.3.27,1992-04-10,a30d2ea8-5e5e-455d-9918-11ffb320c221,ca.m.4874,Hon. Pierre H. Cadieux (Minister of State (Fitness and Amateur Sport) and Minister of State (Youth) and Deputy Leader of the Government in the House of Commons):,Minister of State (Fitness and Amateur Sport); Minister of State (Youth); Deputy Leader of the Government in the House of Commons; Progressive Conservative Party Deputy House Leader,ORAL QUESTION PERIOD,EMPLOYMENT,,"Madam Speaker, if my hon. colleague is referring to the Summer Employment Program, I would like to remind him that it was increased by $3 million for this year.

",Progressive Conservative,,Pierre H. Cadieux,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a30d2ea8-5e5e-455d-9918-11ffb320c221&Language=E&Section=ALL
3904914,ca.proc.d.1992-04-10.2.3.28,1992-04-10,62c8fd64-eb59-4bf9-b138-bd43854deedf,ca.m.7956,Hon. Warren Allmand (Notre-Dame-de-Grace):,,ORAL QUESTION PERIOD,EMPLOYMENT,,"Madam Speaker, my question is for the Acting Prime Minister.
During March there was a loss of 56,000 full-time jobs, the fifth consecutive monthly decrease in full-time jobs and 45,000 of these full-time job losses were with women. Women, especially single mothers, were already serious victims of the recession and now their situation is worse.
The fact of the matter is that the government's policies are not working. The minister has said that they have taken action. Yes, but that action is wrong. It is not working. The recession is nearly two years old. It is not just this year's budget that is not working; last year's budget did not work.
I want to ask the minister: When is he going to start listening to reason and change these disastrous policies?

",Liberal,,William Warren Allmand,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=62c8fd64-eb59-4bf9-b138-bd43854deedf&Language=E&Section=ALL
3904915,ca.proc.d.1992-04-10.2.3.29,1992-04-10,71c118d7-3cce-4efc-865f-821d79ecc257,ca.m.1576,Hon. John McDermid (Minister of State (Finance and Privatization)):,Minister of State (Finance and Privatization),ORAL QUESTION PERIOD,EMPLOYMENT,,"Madam Speaker, despite what my hon. friend says, the Minister of Finance received advice from people in all walks of life when he was doing his pre-budget consultations. The advice given, together with the advice of members of Parliament, was included in the budget.
Oral Questions
We believe that we are on the right track in the budget. We are not happy with the results of March, although we expected that unemployment would remain high in the first part of this year, and that was said in the budget. The Minister of Finance was very forthright on that.
I can tell the hon. member that the programs that the Minister of Finance announced in his budget will work in our economy and the situation will improve. There is no question about that.

",Progressive Conservative,,John Horton McDermid,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=71c118d7-3cce-4efc-865f-821d79ecc257&Language=E&Section=ALL
3904916,ca.proc.d.1992-04-10.2.3.30,1992-04-10,37b14340-0543-4dd1-86cd-0f5dfbe99332,ca.m.3465,Mrs. Marlene Catterall (Ottawa West):,,ORAL QUESTION PERIOD,EMPLOYMENT,,"Madam Speaker, my question is also for the Acting Prime Minister. I repeat, 45,000 out of the 56,000 full-time jobs that were lost last month were women's jobs. Fifteen hundred women a day lost full-time jobs. That is four times the rate of men. This government's policies mean less pay and more poverty for women.
Despite that, how could the minister for trade stand here in the House yesterday as he did and say: ""Our job is to help companies before people"". Will he admit that women in the textile industry, women losing full-time jobs at a rate like this need programs specifically designated to help people, not companies?

",Liberal,,Marlene Catterall,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=37b14340-0543-4dd1-86cd-0f5dfbe99332&Language=E&Section=ALL
3904917,ca.proc.d.1992-04-10.2.3.31,1992-04-10,93108f92-7ed6-4601-8610-a5aa10516fb9,ca.m.7259,"Hon. Michael Wilson (Minister of Industry, Science and Technology and Minister for International Trade):","Minister for International Trade; Minister of Industry, Science and Technology",ORAL QUESTION PERIOD,EMPLOYMENT,,"Madam Speaker, that is a distortion of what I said yesterday, which is very frustrating.
We are not at all happy with what is going on in the economy today, but as my hon. colleague, the Minister of State for Finance, has said, the finance minister's budget is designed to create jobs for people. We are doing that by giving companies an incentive to invest. That investment will create the jobs.
It will do something else besides simply create jobs in the short term. It will also put the companies in a position where they will be able to compete in the long term. That will allow them to maintain those jobs.
That contrasts with the make-work projects that my colleague would like us to have which are over and done with in six months or one year and then they are gone. We would lose the ongoing benefit of the tax treatment to new investment that the Minister of Finance has brought in.

April 10, 1992
Oral Questions
I realize that is a fundamental difference but we have a very clear and solid reason for doing it the way proposed by the Minister of Finance.

",Progressive Conservative,,Michael Holcombe Wilson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=93108f92-7ed6-4601-8610-a5aa10516fb9&Language=E&Section=ALL
3904918,ca.proc.d.1992-04-10.2.4,1992-04-10,,,,subtopic,ORAL QUESTION PERIOD,BEER INDUSTRY,,,,,,
3904919,ca.proc.d.1992-04-10.2.4.1,1992-04-10,3e662c00-f384-41ca-800e-f681095ebf4e,ca.m.862,Mr. David Barrett (Esquimalt-Juan de Fuca):,,ORAL QUESTION PERIOD,BEER INDUSTRY,,"Madam Speaker, my question is for the Minister for International Trade and of course, it relates to even more potential job losses.
Seventeen thousand workers are involved in the brewery industry. About 1,700 jobs, 10 per cent of them, are directly related to the amount of beer exports from this country.
The United States is now threatening to impose an $8 a case surcharge or tariff on Canadian beer going into the United States.
I would like to ask the Minister for International Trade what he intends to do about this threatened bump-up of those prices of beer going into the United States.

",New Democratic Party,,David Barrett,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3e662c00-f384-41ca-800e-f681095ebf4e&Language=E&Section=ALL
3904920,ca.proc.d.1992-04-10.2.4.2,1992-04-10,93108f92-7ed6-4601-8610-a5aa10516fb9,ca.m.7259,"Hon. Michael Wilson (Minister of Industry, Science and Technology and Minister for International Trade):","Minister for International Trade; Minister of Industry, Science and Technology",ORAL QUESTION PERIOD,BEER INDUSTRY,,"Madam Speaker, my hon. friend is referring to speculation that is in the media today.
Discussions are continuing with the U.S. administration. As my hon. friend is aware, we have put down a proposal, a proposal that is the result of consultations that we have had with both the industry and the provinces.
The speculation that is in the media today is something that we reject. If the U.S. tries that then we are going to have to take strong action in response. But until we see the specific action taken by the United States, it is difficult to give my friend a specific answer.

",Progressive Conservative,,Michael Holcombe Wilson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=93108f92-7ed6-4601-8610-a5aa10516fb9&Language=E&Section=ALL
3904921,ca.proc.d.1992-04-10.2.4.3,1992-04-10,3e662c00-f384-41ca-800e-f681095ebf4e,ca.m.862,Mr. David Barrett (Esquimalt-Juan de Fuca):,,ORAL QUESTION PERIOD,BEER INDUSTRY,,"Madam Speaker, we have heard the same answers relative to magnesium. We have heard it on pork. We have heard it on beef. We have heard it on Honda. We have heard it on softwood. I can go through a whole list where this government is going to get tough.
My question to the minister is that if he is not prepared to have this bump, is he going to alter his advertising program and modify the Budweiser slogan
""this beer is for you"" and tell Canadians that ""this bump is for you""? What is he going to do to fight for Canadians instead of using the same old excuses he gives in this House time and time again?

",New Democratic Party,,David Barrett,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3e662c00-f384-41ca-800e-f681095ebf4e&Language=E&Section=ALL
3904922,ca.proc.d.1992-04-10.2.4.4,1992-04-10,93108f92-7ed6-4601-8610-a5aa10516fb9,ca.m.7259,"Hon. Michael Wilson (Minister of Industry, Science and Technology and Minister for International TVade):","Minister for International Trade; Minister of Industry, Science and Technology",ORAL QUESTION PERIOD,BEER INDUSTRY,,"Madam Speaker, that sort of nonsense is pretty hard to take from a member from British Columbia where this government has taken action to protect the interests of the B.C. forest products industry-

",Progressive Conservative,,Michael Holcombe Wilson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=93108f92-7ed6-4601-8610-a5aa10516fb9&Language=E&Section=ALL
3904923,ca.proc.d.1992-04-10.2.4.5,1992-04-10,3e662c00-f384-41ca-800e-f681095ebf4e,ca.m.862,Mr. Barrett:,,ORAL QUESTION PERIOD,BEER INDUSTRY,,"You're selling out the logs.

",New Democratic Party,,David Barrett,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3e662c00-f384-41ca-800e-f681095ebf4e&Language=E&Section=ALL
3904924,ca.proc.d.1992-04-10.2.4.6,1992-04-10,93108f92-7ed6-4601-8610-a5aa10516fb9,ca.m.7259,Mr. Wilson (Etobicoke Centre):,"Minister for International Trade; Minister of Industry, Science and Technology",ORAL QUESTION PERIOD,BEER INDUSTRY,,"My hon. friend says we have sold out the logs. Show me where we have sold out the logs. Show me through the Speaker, show the people of Canada where we have sold out on logs. We are fighting that one and my hon. friend knows that.
My hon. friend knows precisely what we are doing and if my friend would come to a briefing and get some advice on what is-

",Progressive Conservative,,Michael Holcombe Wilson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=93108f92-7ed6-4601-8610-a5aa10516fb9&Language=E&Section=ALL
3904925,ca.proc.d.1992-04-10.2.4.7,1992-04-10,7a824290-468c-4107-9a12-75853a3733c3,ca.m.1956,Madam Deputy Speaker:,Deputy Speaker and Chair of Committees of the Whole of the House of Commons,ORAL QUESTION PERIOD,BEER INDUSTRY,,"This is questions, and answers, if possible.

",Progressive Conservative,,Andrée  Champagne,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7a824290-468c-4107-9a12-75853a3733c3&Language=E&Section=ALL
3904926,ca.proc.d.1992-04-10.2.5,1992-04-10,,,,subtopic,ORAL QUESTION PERIOD,THE ENVIRONMENT,,,,,,
3904927,ca.proc.d.1992-04-10.2.5.1,1992-04-10,19484d4b-ea72-419e-8a5f-7077c4906de5,ca.m.1156,Hon. Alan Redway (Don Valley East):,,ORAL QUESTION PERIOD,THE ENVIRONMENT,,"Madam Speaker, I have a question for the Minister of the Environment.
The minister is aware that the Great Lakes Science Advisory Board has reported that a major source of pollution in the Great Lakes is toxic substances travelling through the atmosphere from Mexico and other Latin American countries.
Is the government addressing this problem in the negotiations relating to the North American free trade agreement and what specifically is the government doing to stop pollution coming to Canada from Mexico?

",Progressive Conservative,,Alan Redway,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=19484d4b-ea72-419e-8a5f-7077c4906de5&Language=E&Section=ALL
3904928,ca.proc.d.1992-04-10.2.5.2,1992-04-10,bcd68fda-7e6b-4a44-a7ed-343ad3cbcd0c,ca.m.6475,Hon. Jean J. Charest (Minister of the Environment):,Minister of the Environment,ORAL QUESTION PERIOD,THE ENVIRONMENT,,"Madam Speaker, the issue of airborne pollution is of great concern for us, especially given the fact that Canada has a very important land mass.
In fact, it is not only in the Great Lakes, it is also in Canada's Arctic that we have some concerns about some of the substances that we have found there that do not originate either in Canada or even in the United States as far as we know.
April 10, 1992

As the member may know, the Prime Minister and the President of Mexico signed an environmental bilateral agreement in March 1990. In the framework of the trade negotiations, the net effect is that these trade negotiations are leveraging a lot of activity between the three governments in the area of the environment.
One of the issues that we are looking at is air pollution control. There is a Canada-Mexico environmental collaboration program now going on that will assist the Mexican government in establishing emission standards that hopefully will have a direct effect on those types of airborne pollutions.

",Progressive Conservative,,Jean J. Charest,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=bcd68fda-7e6b-4a44-a7ed-343ad3cbcd0c&Language=E&Section=ALL
3904929,ca.proc.d.1992-04-10.2.6,1992-04-10,,,,subtopic,ORAL QUESTION PERIOD,CANADIAN SECURITY INTELLIGENCE SERVICE,,,,,,
3904930,ca.proc.d.1992-04-10.2.6.1,1992-04-10,f3694e1f-fbcd-4623-aa70-b60bd0e2d1ee,ca.m.4697,Mr. Eugene Bellemare (Carleton-Gloucester):,,ORAL QUESTION PERIOD,CANADIAN SECURITY INTELLIGENCE SERVICE,,"Madam Speaker, my question is directed to the Acting Prime Minister. Last Sunday, on April 5, 40 people armed with clubs, axes and sledge-hammers attacked the Iranian embassy here in Ottawa, four hours-I repeat, four hours-after a similar attack in London. After five days spent investigating the matter, can the minister confirm today that the Canadian Security Intelligence Service had been watching the embassy from a van for two hours before the attack took place?

",Liberal,,Eugène Bellemare,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=f3694e1f-fbcd-4623-aa70-b60bd0e2d1ee&Language=E&Section=ALL
3904931,ca.proc.d.1992-04-10.2.6.2,1992-04-10,88f42d94-442c-4018-ae00-686140d8b377,ca.m.3364,Hon. Perrin Beatty (Minister of Communications):,Minister of Communications,ORAL QUESTION PERIOD,CANADIAN SECURITY INTELLIGENCE SERVICE,,"Madam Speaker, on behalf of the Solicitor General I am pleased to respond to that question.
The hon. member will know that the work of CSIS and some of the operational details of the activities of CSIS cannot be discussed here by me at the present time.
Certainly the whole circumstances relating to this attack-

",Progressive Conservative,,Henry Perrin Beatty,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=88f42d94-442c-4018-ae00-686140d8b377&Language=E&Section=ALL
3904932,ca.proc.d.1992-04-10.2.6.3,1992-04-10,a82c95f2-0b81-4fa7-8e0e-ab0b10294635,ca.m.4533,Ms. Copps:,,ORAL QUESTION PERIOD,CANADIAN SECURITY INTELLIGENCE SERVICE,,"Shame, shame.

",Liberal,,Sheila Maureen Copps,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a82c95f2-0b81-4fa7-8e0e-ab0b10294635&Language=E&Section=ALL
3904933,ca.proc.d.1992-04-10.2.6.4,1992-04-10,88f42d94-442c-4018-ae00-686140d8b377,ca.m.3364,Mr. Beatty:,Minister of Communications,ORAL QUESTION PERIOD,CANADIAN SECURITY INTELLIGENCE SERVICE,,"The hon. member for Hamilton East feels that we should lay out before the House of Commons information that could be prejudicial to Canadian security. I do not believe that is appropriate.
What I can do is to say that I am informed by the Solicitor General that the operational response to the incident was both professional and timely. It was marked
Oral Questions
by the highest degree of co-operation and co-ordination among all of the agencies involved.

",Progressive Conservative,,Henry Perrin Beatty,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=88f42d94-442c-4018-ae00-686140d8b377&Language=E&Section=ALL
3904934,ca.proc.d.1992-04-10.2.6.5,1992-04-10,f3694e1f-fbcd-4623-aa70-b60bd0e2d1ee,ca.m.4697,Mr. Eugene Bellemare (Carleton-Gloucester):,,ORAL QUESTION PERIOD,CANADIAN SECURITY INTELLIGENCE SERVICE,,"Madam Speaker, I wonder if the following is professional and timely and the response time correct.
Will the minister confirm that CSIS not only videotaped from inside a van the arrival of the protesters equipped with ladders, clubs and axes, but that CSIS also filmed the destruction of the embassy, filmed a protester videotaping his cohorts during the raid, after which one of the CSIS watchers, asleep at the switch, declared 3 minutes and 52 seconds later, and I quote: ""Somebody should call the cops""?

",Liberal,,Eugène Bellemare,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=f3694e1f-fbcd-4623-aa70-b60bd0e2d1ee&Language=E&Section=ALL
3904935,ca.proc.d.1992-04-10.2.6.6,1992-04-10,88f42d94-442c-4018-ae00-686140d8b377,ca.m.3364,Hon. Perrin Beatty (Minister of Communications):,Minister of Communications,ORAL QUESTION PERIOD,CANADIAN SECURITY INTELLIGENCE SERVICE,,"Madam Speaker, I cannot confirm that. As the hon. member will know, in a case like this the Security and Intelligence Review Committee would look closely at all circumstances relating to the matter.
If the hon. member wants to provide any evidence to substantiate his allegations to the Security and Intelligence Review Committee, he would be welcome to do so and indeed I would argue that it would be his responsibility to do so.

",Progressive Conservative,,Henry Perrin Beatty,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=88f42d94-442c-4018-ae00-686140d8b377&Language=E&Section=ALL
3904936,ca.proc.d.1992-04-10.2.6.7,1992-04-10,efec68a7-e1fd-490f-8b6a-95313440440c,ca.m.3358,Mr. Don Boudria (Glengarry-Prescott-Russell):,Deputy House Leader of the Official Opposition; Liberal Party Deputy House Leader,ORAL QUESTION PERIOD,CANADIAN SECURITY INTELLIGENCE SERVICE,,"Madam Speaker, last Sunday, Canadians thought that CSIS was asleep at the switch. CSIS was asleep in the van outside the Iranian embassy.
Given that CSIS has been accused of failing to report extremism in 1989 and failing to co-operate with other police authorities in the past, I want to know now what is the government going to do to put an end to this?

",Liberal,,Don Boudria,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=efec68a7-e1fd-490f-8b6a-95313440440c&Language=E&Section=ALL
3904937,ca.proc.d.1992-04-10.2.6.8,1992-04-10,88f42d94-442c-4018-ae00-686140d8b377,ca.m.3364,Hon. Perrin Beatty (Minister of Communications):,Minister of Communications,ORAL QUESTION PERIOD,CANADIAN SECURITY INTELLIGENCE SERVICE,,"Madam Speaker, the fact that the hon. member shouts on the floor of the House of Commons does not change any of our responsibilities. Our responsibilities are to provide for the security of Canada.
If the hon. member or if any of his colleagues have any evidence to tender in support of the allegations they made, they should turn it over to the Security and Intelligence Review Committee which is charged by Parliament with the responsibility for overseeing all of the activities of CSIS.

April 10, 1992
Routine Proceedings
If he has such evidence, let him turn it over. [Translation]

",Progressive Conservative,,Henry Perrin Beatty,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=88f42d94-442c-4018-ae00-686140d8b377&Language=E&Section=ALL
3904938,ca.proc.d.1992-04-10.2.6.9,1992-04-10,efec68a7-e1fd-490f-8b6a-95313440440c,ca.m.3358,Mr. Don Boudria (Glengarry-Prescott-Russell):,Deputy House Leader of the Official Opposition; Liberal Party Deputy House Leader,ORAL QUESTION PERIOD,CANADIAN SECURITY INTELLIGENCE SERVICE,,"Madam Speaker, Canadians are tired of this affair. The Canadian Security Intelligence Service and the RCMP have the duty to work for the good of Canadians and not to engage in jealous rivalry with each other.
So I would like to know what concrete action the government will take to end this jealousy between our two Canadian security forces as soon as possible, in order to help Canadians and stop hurting them.

",Liberal,,Don Boudria,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=efec68a7-e1fd-490f-8b6a-95313440440c&Language=E&Section=ALL
3904939,ca.proc.d.1992-04-10.2.6.10,1992-04-10,88f42d94-442c-4018-ae00-686140d8b377,ca.m.3364,Hon. Perrin Beatty (Minister of Communications):,Minister of Communications,ORAL QUESTION PERIOD,CANADIAN SECURITY INTELLIGENCE SERVICE,,"Madam Speaker, the hon. member should not be putting partisan considerations ahead of matters relating to the security of Canada.
His obligation, as is the obligation of all members opposite, is to turn over any evidence they have to the Security and Intelligence Review Committee.
What we have had is a series of allegations being made by him and by his colleague without evidence. If they have evidence, let them turn it over and let SIRC do its job.

",Progressive Conservative,,Henry Perrin Beatty,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=88f42d94-442c-4018-ae00-686140d8b377&Language=E&Section=ALL
3904940,ca.proc.d.1992-04-10.2.6.11,1992-04-10,7a824290-468c-4107-9a12-75853a3733c3,ca.m.1956,Madam Deputy Speaker:,Deputy Speaker and Chair of Committees of the Whole of the House of Commons,ORAL QUESTION PERIOD,CANADIAN SECURITY INTELLIGENCE SERVICE,,"Last question, single question.

",Progressive Conservative,,Andrée  Champagne,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7a824290-468c-4107-9a12-75853a3733c3&Language=E&Section=ALL
3904941,ca.proc.d.1992-04-10.2.7,1992-04-10,,,,subtopic,ORAL QUESTION PERIOD,JOB TRAINING,,,,,,
3904942,ca.proc.d.1992-04-10.2.7.1,1992-04-10,9215f31c-20f9-48ea-b0c0-7ecd25041e42,ca.m.8812,Mr. Steve Butland (Sault Ste. Marie):,,ORAL QUESTION PERIOD,JOB TRAINING,,"Madam Speaker, my question is for the minister of trade, since he is in charge of the prosperity agenda.
On March 16,1 asked the Minister of Employment and Immigration if he would allow UI recipients to pursue three years of retraining at a university as well as at community colleges and end the discrimination. He said he was open to suggestions.
To that end, I have received endorsements from the University of Alberta, the University of Manitoba, Acadia University, Algoma University in my community and community colleges across this country. Mr. Docquier and Mr. Thibeault from the Canadian Labour Force Development Board endorse it.
Will the minister recommend-

",New Democratic Party,,Steve Butland,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=9215f31c-20f9-48ea-b0c0-7ecd25041e42&Language=E&Section=ALL
3904943,ca.proc.d.1992-04-10.2.7.2,1992-04-10,7a824290-468c-4107-9a12-75853a3733c3,ca.m.1956,Madam Deputy Speaker:,Deputy Speaker and Chair of Committees of the Whole of the House of Commons,ORAL QUESTION PERIOD,JOB TRAINING,,"I am glad this is a short question.

",Progressive Conservative,,Andrée  Champagne,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7a824290-468c-4107-9a12-75853a3733c3&Language=E&Section=ALL
3904944,ca.proc.d.1992-04-10.2.7.3,1992-04-10,9215f31c-20f9-48ea-b0c0-7ecd25041e42,ca.m.8812,Mr. Butland:,,ORAL QUESTION PERIOD,JOB TRAINING,,"What is the rationale for saying no to university training? The minister says that there are 300,000 jobs out there for high-tech. Why say no?

",New Democratic Party,,Steve Butland,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=9215f31c-20f9-48ea-b0c0-7ecd25041e42&Language=E&Section=ALL
3904945,ca.proc.d.1992-04-10.2.7.4,1992-04-10,93108f92-7ed6-4601-8610-a5aa10516fb9,ca.m.7259,"Hon. Michael Wilson (Minister of Industry, Science and Technology and Minister for International TVade):","Minister for International Trade; Minister of Industry, Science and Technology",ORAL QUESTION PERIOD,JOB TRAINING,,"Madam Speaker, that area is obviously the responsibility of the Minister of Employment and Immigration.
My hon. friend has made a very powerful presentation, obviously with good support. I am sure my colleague will take his representations very seriously.

",Progressive Conservative,,Michael Holcombe Wilson,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=93108f92-7ed6-4601-8610-a5aa10516fb9&Language=E&Section=ALL
3904946,ca.proc.d.1992-04-10.3,1992-04-10,,,,topic,ROUTINE PROCEEDINGS,,,,,,,
3904947,ca.proc.d.1992-04-10.3.1,1992-04-10,,,,subtopic,ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,,,,,,
3904948,ca.proc.d.1992-04-10.3.1.1,1992-04-10,1ae39821-b353-4f54-86ff-5ac1924fcaeb,ca.m.2658,"Mr. Charles A. Langlois (Parliamentary Secretary to Minister of Industry, Science and Technology):","Parliamentary Secretary to the Minister of Industry, Science and Technology",ROUTINE PROCEEDINGS,GOVERNMENT RESPONSE TO PETITIONS,,"Mr. Speaker, pursuant to Standing Order 36(8), I have the honour to present to the House, in both official languages, the government's response to 20 petitions.
[Editor's Note: See today's Votes and Proceedings.]

",Progressive Conservative,,Charles A. Langlois,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1ae39821-b353-4f54-86ff-5ac1924fcaeb&Language=E&Section=ALL
3904949,ca.proc.d.1992-04-10.3.2,1992-04-10,,,,subtopic,ROUTINE PROCEEDINGS,BUSINESS OF THE HOUSE,,,,,,
3904950,ca.proc.d.1992-04-10.3.2.1,1992-04-10,fbce8351-5fec-45a8-9b6b-2514fa79811a,ca.m.8951,Hon. Harvie Andre (Minister of State and Leader of the Government in the House of Commons):,Minister of State (Without Portfolio); Leader of the Government in the House of Commons; Progressive Conservative Party House Leader,ROUTINE PROCEEDINGS,BUSINESS OF THE HOUSE,,"Mr. Speaker, I would like to designate Monday, April 27,1992 as an allotted day.

",Progressive Conservative,,Harvie Andre,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=fbce8351-5fec-45a8-9b6b-2514fa79811a&Language=E&Section=ALL
3904951,ca.proc.d.1992-04-10.3.3,1992-04-10,,,,subtopic,ROUTINE PROCEEDINGS,BILL C-41 REPORT OF LEGISLATIVE COMMITTEE D,,,,,,
3904952,ca.proc.d.1992-04-10.3.3.1,1992-04-10,0d81eb24-0acc-4f82-81bd-b5ea03405a0d,ca.m.5588,Mr. Yvon Cote (Richmond-Wolfe):,,ROUTINE PROCEEDINGS,BILL C-41 REPORT OF LEGISLATIVE COMMITTEE D,,"Mr. Speaker, I have the pleasure and the honour to present, in both official languages, the report of Legislative Committee D on Bill C-41, an act respecting the energy efficiency of energy-using products and the use of alternative energy sources, with amendments.
[Editor's Note: See today's Votes and Proceedings.]
April 10, 1992

[English\

",Progressive Conservative,,Yvon Côté,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0d81eb24-0acc-4f82-81bd-b5ea03405a0d&Language=E&Section=ALL
