basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
3904825,ca.proc.d.1992-04-10.1.1.1.9,1992-04-10,13672715-092e-48c0-96e3-c32a0ce6be69,ca.m.5767,Mr. Fred J. Mifflin (Bonavista-IHnity-Conception):,,GOVERNMENT ORDERS,SPENDING CONTROL ACT,MEASURE TO ENACT,"Mr. Speaker, I sit between the hon. members involved in the last discussion. Quite frankly, my colleague from Gander-Grand Falls always does ask skill-testing questions and I must congratulate my hon. colleague from Humber-St. Barbe-Baie Verte for giving an equally skilful answer.
I have another question for my hon. colleague from Humber-St. Barbe-Baie Verte. I wonder if he can answer this question. How, in his calculations, can a
Government Orders
government, any government, start with an x deficit and eight budgets and seven years later, after 30 income tax increases-

",Liberal,,Fred J. Mifflin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=13672715-092e-48c0-96e3-c32a0ce6be69&Language=E&Section=ALL
3904826,ca.proc.d.1992-04-10.1.1.1.10,1992-04-10,intervention,,,,GOVERNMENT ORDERS,SPENDING CONTROL ACT,MEASURE TO ENACT,"Thirty-three.

",,,An hon. member:,
3904827,ca.proc.d.1992-04-10.1.1.1.11,1992-04-10,13672715-092e-48c0-96e3-c32a0ce6be69,ca.m.5767,Mr. Mifflin:,,GOVERNMENT ORDERS,SPENDING CONTROL ACT,MEASURE TO ENACT,"There have been 33 income tax increases, and goods and services tax bringing in billions and billions of dollars, we do not know yet exactly how much it is going to be, breaks for the rich just discussed, and all the extra income that it gets from individuals. The middle class now pays $1,620 a year more than it paid when that government came to power. After all this money coming in, the deficit is notx minus 1 orx over 2. It is still x, the same x as it was in 1984 and still there is no compensation that can be afforded. There are a measly few dollars for the people in a riding like Bonavista- Trinity-Conception who do not have any source of income, no UI, no nothing as a result of closure of a plant because of the mismanagement of the fishing industry. Can the member explain that?

",Liberal,,Fred J. Mifflin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=13672715-092e-48c0-96e3-c32a0ce6be69&Language=E&Section=ALL
3904828,ca.proc.d.1992-04-10.1.1.1.12,1992-04-10,0d54c9e9-98f9-4519-be89-560b46bd9ddd,ca.m.4324,Mr. Tobin:,,GOVERNMENT ORDERS,SPENDING CONTROL ACT,MEASURE TO ENACT,"Mr. Speaker, the member for Bonavista- Trinity-Conception, as always, puts a veiy good question. He makes a very powerful and persuasive point.

",Liberal,,Brian Vincent Tobin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0d54c9e9-98f9-4519-be89-560b46bd9ddd&Language=E&Section=ALL
3904829,ca.proc.d.1992-04-10.1.1.1.13,1992-04-10,13672715-092e-48c0-96e3-c32a0ce6be69,ca.m.5767,Mr. Mifflin:,,GOVERNMENT ORDERS,SPENDING CONTROL ACT,MEASURE TO ENACT,"In the meantime, what about the national debt?

",Liberal,,Fred J. Mifflin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=13672715-092e-48c0-96e3-c32a0ce6be69&Language=E&Section=ALL
3904830,ca.proc.d.1992-04-10.1.1.1.14,1992-04-10,0d54c9e9-98f9-4519-be89-560b46bd9ddd,ca.m.4324,Mr. Tobin:,,GOVERNMENT ORDERS,SPENDING CONTROL ACT,MEASURE TO ENACT,"That is right. This government that has practised so-called frugality, this government that has told ordinary Canadians to tighten their belts until they can count their ribs outside their winter coats because they protrude that far, this government in the name of fiscal and monetary policy has put on a vice-grip, has planted the jackboots on the foreheads of all of those who are without privilege in this country, has more than doubled the national debt. It has taken the national debt, accumulated over 117 years by all previous governments of all political stripes and in a measly little eight years has doubled 117 years worth of debt. In eight years.

",Liberal,,Brian Vincent Tobin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0d54c9e9-98f9-4519-be89-560b46bd9ddd&Language=E&Section=ALL
3904831,ca.proc.d.1992-04-10.1.1.1.15,1992-04-10,intervention,,,,GOVERNMENT ORDERS,SPENDING CONTROL ACT,MEASURE TO ENACT,"We have doubled the economy.

",,,An hon. member:,
3904832,ca.proc.d.1992-04-10.1.1.1.16,1992-04-10,0d54c9e9-98f9-4519-be89-560b46bd9ddd,ca.m.4324,Mr. Tobin:,,GOVERNMENT ORDERS,SPENDING CONTROL ACT,MEASURE TO ENACT,"The member opposite, who goes out the door like an anxious crab scurrying after a bit of foul herring says: ""We doubled the economy"". He says that on the day that unemployment in Canada has gone to 11.1 per cent. I said earlier that members opposite had the face of a robber's horse. There is the robber's horse.

April 10, 1992
Government Orders
How have they done it? They have done it because while they were busy, so-called clamping down on expenditures, and busy putting the boots to the ordinary people of this country, they were equally busy feathering the nests of their friends. That is the simple truth. That is the reality.

",Liberal,,Brian Vincent Tobin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0d54c9e9-98f9-4519-be89-560b46bd9ddd&Language=E&Section=ALL
3904833,ca.proc.d.1992-04-10.1.1.1.17,1992-04-10,f6e5da54-c9c9-4020-9356-e92606d6b6c4,ca.m.4332,Mr. Baker:,,GOVERNMENT ORDERS,SPENDING CONTROL ACT,MEASURE TO ENACT,"In view of that answer, Mr. Speaker, I would like to ask the hon. member whether he believes perhaps that is what is behind all of the recent changes to the Income Tax Act that benefit the very wealthy in Canada, as the hon. member said a moment ago, ""to help their friends"". We have seen several examples. The hon. member mentioned that a hairdresser recently got appointed to the board of the Federal Business Development Bank. Does the hon. member think that at that rate, the coiffeur of the minister of fisheries' moustache could be appointed to the United Nations? Is that the real reason why these changes took place? As the hon. member said a moment ago, it is to satisfy their friends.

",Liberal,,George Baker,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=f6e5da54-c9c9-4020-9356-e92606d6b6c4&Language=E&Section=ALL
3904834,ca.proc.d.1992-04-10.1.1.1.18,1992-04-10,0d54c9e9-98f9-4519-be89-560b46bd9ddd,ca.m.4324,Mr. Tobin:,,GOVERNMENT ORDERS,SPENDING CONTROL ACT,MEASURE TO ENACT,"Mr. Speaker, thank you for the opportunity to respond to that.
The hon. member has reminded me that the minister of fisheries, the member for St. John's West, a member of this cabinet, wants to practise the words of the premier of Newfoundland, so they say, ""fairness and balance, a reasonable and just and proper approach to the expenditure of public funds"". That is the bill we are debating today, Bill C-56. That is proper and reasonable expenditure of public funds.
The minister of fisheries for Newfoundland and Labrador, the minister of all the fishermen of Newfoundland and Labrador, 95 per cent of whom are not in the minister's riding, that minister of fisheries, the member for St. John's West, according to the estimates tabled in this House spent 70 per cent-seven zero-70 per cent of all the small craft harbours' budget for Newfoundland and Labrador in one constituency, the constituency of the member for St. John's West.
How can the hard-working fishermen who have a tough time making a living against the backdrop of foreign overfishing, who cling by their fingernails to the rocks on the edge of the Atlantic Ocean, scraping out and harvesting a living from the sea expect fairness when the minister of fisheries spends 70 per cent of the entire
budget for the entire province, for the entire land mass of all of Newfoundland and Labrador in one constituency, his own, a city riding? Shameful.

",Liberal,,Brian Vincent Tobin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0d54c9e9-98f9-4519-be89-560b46bd9ddd&Language=E&Section=ALL
