# timestamp,user_a,user_b,rssi
1398600,137,136,-55
1398600,521,268,-39
1398900,137,136,-55
1398900,521,268,-38
1399200,13,12,-41
1399200,49,48,-58
1399200,459,260,-52
1399200,521,268,-37
1399500,49,48,-59
1399500,137,136,-55
1399500,459,260,-53
1399500,521,268,-39
1399800,137,136,-57
1399800,459,260,-57
1399800,521,268,-39
1400100,49,48,-58
1400100,137,136,-57
1400100,521,268,-40
1400400,49,48,-59
1400400,137,136,-55
1400400,459,260,-54
1400400,521,268,-37
1400700,137,136,-58
1400700,459,260,-55
1400700,521,268,-39
1401000,137,136,-59
1401000,521,268,-38
1401300,49,48,-59
1401300,137,136,-54
1401300,521,268,-39
1401600,49,48,-56
1401600,266,229,-43
1401600,459,260,-55
1401600,521,268,-37
1401900,137,136,-55
1401900,521,268,-40
1402200,137,136,-55
1402200,521,268,-38
1402500,137,136,-58
1402500,459,260,-54
1402500,521,268,-37
1402800,49,48,-56
1402800,137,136,-59
1402800,521,268,-41
1403100,49,48,-57
1403100,137,136,-57
1403100,521,268,-37
1403400,49,48,-55
1403400,521,268,-37
1403700,49,48,-55
1403700,137,136,-57
1403700,521,268,-37
1404000,49,48,-58
1404000,137,136,-58
1404000,521,268,-39
1404300,137,136,-58
1404300,521,268,-39
1404600,137,136,-56
1404600,521,268,-37
1404600,602,403,-55
1404900,521,268,-39
1405200,137,136,-57
1405200,521,268,-37
1405500,137,136,-55
1405500,521,268,-39
1405800,137,136,-59
1405800,521,268,-40
1406100,137,136,-57
1406100,521,268,-37
1406400,137,136,-56
1406400,379,339,-58
1406400,521,268,-38
1406700,91,90,-35
1406700,137,136,-56
1406700,521,268,-37
1406700,556,372,-53
1407000,137,136,-59
1407000,379,339,-57
1407000,521,268,-37
1407300,91,90,-33
1407300,137,136,-56
1407300,521,268,-39
1407600,91,90,-32
1407600,137,136,-54
1407600,521,268,-38
1407900,137,136,-58
1407900,521,268,-38
1408200,49,48,-51
1408200,137,136,-55
1408200,521,268,-40
1408500,49,48,-55
1408500,137,136,-58
1408500,521,268,-40
1408800,137,136,-57
1408800,521,268,-38
1408800,620,532,-55
1409100,137,136,-54
1409100,521,268,-40
1409100,557,419,-59
1409400,21,20,-58
1409400,137,136,-56
1409400,521,268,-38
1409400,557,419,-57
1409700,137,136,-58
1409700,521,268,-37
1409700,557,419,-59
1409700,587,209,-52
1410000,137,136,-58
1410000,521,268,-40
1410000,557,419,-58
1410300,137,136,-58
1410300,521,268,-38
1410600,137,136,-57
1410600,521,268,-37
1410600,676,386,-47
1410900,188,156,-59
1410900,521,268,-41
1410900,557,419,-55
1410900,585,273,-55
1410900,587,209,-52
1410900,676,386,-53
1411200,281,246,-56
1411200,303,176,-52
1411200,521,268,-38
1411200,585,273,-52
1411200,587,209,-57
1411200,640,408,-39
1411200,676,386,-57
1411500,281,246,-57
1411500,372,193,-58
1411500,419,8,-51
1411500,521,268,-38
1411500,553,455,-58
1411500,569,465,-51
1411500,585,273,-58
1411500,640,172,-57
1411500,643,92,-50
1411500,676,386,-46
1411800,159,118,-55
1411800,235,72,-57
1411800,303,176,-58
1411800,419,8,-52
1411800,640,172,-59
1411800,643,92,-54
1411800,666,132,-57
1411800,676,386,-49
1412100,159,118,-50
1412100,419,8,-53
1412100,521,268,-57
1412100,569,465,-59
1412100,585,273,-52
1412100,640,172,-52
1412100,643,92,-56
1412100,687,666,-50
1412400,159,118,-56
1412400,281,246,-58
1412400,419,8,-50
1412400,491,208,-57
1412400,521,268,-47
1412400,553,227,-58
1412400,569,465,-58
1412400,611,176,-57
1412400,640,172,-49
1412400,643,92,-52
1412400,676,386,-54
1412700,159,118,-54
1412700,379,339,-57
1412700,419,8,-53
1412700,491,208,-59
1412700,521,268,-50
1412700,524,242,-57
1412700,524,276,-48
1412700,569,465,-55
1412700,640,172,-55
1412700,643,92,-54
1412700,676,386,-54
1412700,676,640,-47
1412700,702,72,-57
1413000,159,118,-53
1413000,344,15,-57
1413000,419,8,-46
1413000,521,268,-55
1413000,524,276,-50
1413000,585,273,-58
1413000,587,209,-53
1413000,640,172,-45
1413000,643,92,-51
1413000,676,386,-52
1413300,159,118,-59
1413300,379,339,-57
1413300,394,386,-32
1413300,419,8,-54
1413300,524,276,-49
1413300,569,465,-59
1413300,585,273,-58
1413300,595,19,-59
1413300,611,176,-56
1413300,640,172,-59
1413300,643,92,-56
1413300,666,132,-52
1413300,676,386,-59
1413300,676,640,-39
1413600,397,273,-53
1413600,419,8,-54
1413600,524,276,-53
1413600,577,255,-36
1413600,585,397,-52
1413600,595,19,-56
1413600,601,340,-58
1413600,611,176,-58
1413600,640,394,-52
1413600,643,92,-54
1413600,676,386,-47
1413900,246,188,-57
1413900,419,8,-48
1413900,524,276,-55
1413900,569,465,-59
1413900,585,273,-59
1413900,595,19,-59
1413900,601,340,-42
1413900,611,176,-56
1413900,640,140,-58
1413900,640,172,-54
1413900,643,92,-52
1413900,676,386,-47
1414200,379,339,-55
1414200,419,8,-53
1414200,470,189,-59
1414200,556,480,-55
1414200,595,19,-53
1414200,601,340,-42
1414200,611,176,-52
1414200,640,172,-50
1414200,651,486,-58
1414200,676,386,-55
1414200,689,432,-59
1414500,113,38,-58
1414500,249,242,-45
1414500,281,246,-59
1414500,359,72,-56
1414500,379,339,-55
1414500,419,8,-48
1414500,569,465,-58
1414500,585,273,-58
1414500,595,19,-58
1414500,601,340,-45
1414500,611,176,-59
1414500,623,486,-56
1414500,637,253,-54
1414500,643,92,-54
1414500,676,386,-59
1414500,689,432,-58
1414800,382,218,-59
1414800,394,341,-58
1414800,419,8,-55
1414800,585,273,-54
1414800,595,19,-56
1414800,601,340,-49
1414800,611,176,-52
1414800,651,623,-56
1414800,676,92,-45
1414800,676,386,-57
1415100,229,205,-50
1415100,359,235,-58
1415100,379,339,-53
1415100,382,218,-54
1415100,419,8,-49
1415100,485,268,-59
1415100,522,436,-57
1415100,556,480,-55
1415100,578,97,-55
1415100,601,340,-52
1415100,611,176,-52
1415100,611,600,-58
1415100,632,491,-58
1415100,640,172,-50
1415100,643,92,-54
1415100,651,623,-58
1415100,663,541,-56
1415100,672,205,-57
1415100,672,221,-57
1415100,676,386,-51
1415400,229,205,-57
1415400,372,173,-55
1415400,419,8,-51
1415400,486,81,-59
1415400,585,273,-55
1415400,640,172,-51
1415400,672,221,-56
1415400,676,386,-48
1415700,229,205,-50
1415700,379,339,-59
1415700,419,8,-50
1415700,422,365,-59
1415700,485,268,-56
1415700,531,250,-59
1415700,556,480,-55
1415700,578,97,-58
1415700,587,209,-50
1415700,611,176,-59
1415700,640,172,-46
1415700,663,541,-55
1415700,672,221,-54
1415700,676,386,-56
1415700,701,122,-53
1416000,229,205,-44
1416000,281,188,-54
1416000,379,339,-54
1416000,419,8,-51
1416000,585,273,-54
1416000,587,209,-50
1416000,611,176,-59
1416000,663,541,-54
1416000,666,502,-56
1416000,672,221,-56
1416000,676,386,-49
1416300,159,118,-58
1416300,229,205,-38
1416300,272,166,-56
1416300,281,246,-59
1416300,419,8,-48
1416300,583,90,-47
1416300,585,273,-48
1416300,640,172,-50
1416300,676,386,-52
1416300,676,640,-41
1416600,229,205,-41
1416600,272,166,-52
1416600,372,173,-55
1416600,419,8,-53
1416600,470,189,-57
1416600,485,268,-58
1416600,578,141,-59
1416600,585,273,-51
1416600,587,209,-59
1416600,632,491,-58
1416600,676,386,-53
1416900,229,205,-42
1416900,272,166,-57
1416900,379,339,-59
1416900,419,8,-51
1416900,548,250,-57
1416900,606,577,-38
1416900,632,491,-50
1416900,643,92,-54
1416900,651,623,-46
1416900,663,541,-58
1417200,229,205,-50
1417200,272,166,-53
1417200,419,8,-50
1417200,491,0,-59
1417200,585,273,-48
1417200,632,491,-57
1417200,640,172,-57
1417200,651,623,-53
1417200,657,620,-56
1417200,676,386,-55
1417500,229,205,-46
1417500,272,166,-58
1417500,419,8,-48
1417500,502,452,-59
1417500,548,250,-59
1417500,548,531,-58
1417500,556,480,-56
1417500,578,141,-53
1417500,585,273,-50
1417500,585,408,-51
1417500,643,92,-58
1417500,651,623,-51
1417500,676,386,-54
1417800,229,205,-59
1417800,272,166,-57
1417800,344,15,-55
1417800,374,297,-58
1417800,419,8,-47
1417800,542,229,-50
1417800,553,545,-46
1417800,578,141,-56
1417800,585,273,-54
1417800,640,172,-52
1417800,643,92,-56
1417800,651,623,-50
1417800,676,386,-50
1418100,229,205,-58
1418100,246,188,-57
1418100,261,38,-57
1418100,344,15,-56
1418100,401,169,-57
1418100,419,8,-51
1418100,553,545,-57
1418100,640,172,-58
1418100,643,92,-49
1418100,676,386,-50
1418400,262,22,-58
1418400,301,300,-59
1418400,379,339,-52
1418400,401,169,-54
1418400,578,141,-56
1418400,585,273,-58
1418400,595,19,-56
1418400,606,577,-56
1418400,640,172,-47
1418400,663,541,-53
1418400,676,386,-52
1418700,252,84,-59
1418700,261,38,-54
1418700,262,22,-54
1418700,344,15,-57
1418700,368,279,-47
1418700,401,169,-59
1418700,419,8,-50
1418700,548,531,-58
1418700,558,557,-53
1418700,578,141,-58
1418700,585,273,-58
1418700,595,19,-55
1418700,609,566,-58
1418700,639,474,-48
1418700,676,386,-50
1419000,261,38,-55
1419000,262,22,-59
1419000,301,300,-56
1419000,401,169,-56
1419000,419,8,-53
1419000,421,205,-51
1419000,521,23,-59
1419000,522,159,-56
1419000,585,273,-52
1419000,589,291,-58
1419000,595,19,-53
1419000,651,623,-51
1419000,660,179,-52
1419000,676,386,-57
1419300,159,118,-59
1419300,283,192,-59
1419300,301,300,-54
1419300,369,188,-59
1419300,382,218,-54
1419300,401,169,-54
1419300,419,8,-58
1419300,421,205,-49
1419300,553,545,-50
1419300,576,222,-34
1419300,585,273,-53
1419300,589,291,-56
1419300,595,19,-58
1419300,617,368,-59
1419300,640,172,-56
1419300,676,386,-55
1419300,702,78,-52
1419600,283,93,-59
1419600,401,169,-56
1419600,419,8,-47
1419600,556,480,-59
1419600,585,273,-55
1419600,595,19,-56
1419600,601,340,-50
1419600,637,253,-47
1419600,639,474,-59
1419600,640,172,-58
1419600,676,386,-51
1419900,159,118,-53
1419900,401,169,-54
1419900,419,8,-54
1419900,521,23,-52
1419900,543,269,-59
1419900,556,253,-45
1419900,595,19,-56
1419900,601,340,-50
1419900,617,368,-55
1419900,632,210,-59
1419900,637,253,-53
1419900,643,92,-55
1419900,676,386,-52
1420200,222,205,-47
1420200,343,224,-56
1420200,359,235,-54
1420200,382,218,-41
1420200,401,169,-52
1420200,419,8,-54
1420200,543,269,-53
1420200,556,480,-55
1420200,558,557,-54
1420200,595,19,-56
1420200,601,340,-51
1420200,643,92,-53
1420200,676,386,-48
1420200,677,583,-57
1420500,171,49,-59
1420500,369,188,-59
1420500,369,246,-51
1420500,374,352,-58
1420500,401,169,-51
1420500,419,8,-56
1420500,421,120,-42
1420500,421,205,-54
1420500,556,480,-59
1420500,558,557,-58
1420500,589,291,-56
1420500,595,19,-56
1420500,617,368,-52
1420500,663,519,-59
1420500,667,136,-57
1420500,676,386,-54
1420500,677,583,-58
1420500,703,294,-41
1420800,288,169,-59
1420800,374,352,-56
1420800,386,140,-39
1420800,401,169,-54
1420800,419,8,-54
1420800,479,147,-57
1420800,485,358,-53
1420800,491,0,-58
1420800,543,269,-56
1420800,556,480,-59
1420800,585,273,-57
1420800,589,291,-54
1420800,640,172,-57
1420800,640,224,-57
1420800,640,343,-56
1420800,643,92,-43
1420800,663,519,-59
1420800,676,386,-50
1420800,677,583,-57
1421100,343,92,-57
1421100,419,8,-56
1421100,421,205,-55
1421100,479,147,-54
1421100,556,480,-58
1421100,589,291,-53
1421100,617,368,-57
1421100,643,92,-53
1421100,676,386,-53
1421100,677,365,-55
1421100,689,432,-57
1421400,344,15,-59
1421400,419,8,-56
1421400,421,205,-56
1421400,421,221,-54
1421400,479,147,-56
1421400,543,269,-58
1421400,556,480,-58
1421400,589,291,-55
1421400,595,19,-52
1421400,617,368,-54
1421400,639,474,-54
1421400,643,92,-45
1421400,676,386,-52
1421400,689,432,-58
1421700,272,166,-58
1421700,379,339,-57
1421700,419,8,-52
1421700,421,205,-57
1421700,585,397,-59
1421700,589,291,-55
1421700,609,606,-55
1421700,632,210,-59
1421700,640,172,-57
1421700,643,92,-50
1421700,676,386,-55
1421700,677,365,-59
1422000,171,49,-59
1422000,401,169,-57
1422000,419,8,-49
1422000,421,205,-59
1422000,421,221,-57
1422000,521,365,-50
1422000,540,446,-52
1422000,585,397,-55
1422000,589,291,-58
1422000,609,606,-51
1422000,640,172,-47
1422000,643,92,-52
1422000,663,519,-55
1422000,676,386,-50
1422000,677,365,-58
1422300,294,183,-57
1422300,401,169,-59
1422300,419,8,-49
1422300,421,221,-56
1422300,427,88,-55
1422300,491,132,-54
1422300,522,118,-55
1422300,540,446,-54
1422300,556,480,-58
1422300,589,291,-56
1422300,609,604,-56
1422300,621,455,-58
1422300,634,421,-41
1422300,640,172,-52
1422300,643,92,-57
1422300,651,623,-59
1422300,662,0,-59
1422300,676,386,-52
1422600,212,205,-59
1422600,276,242,-57
1422600,288,169,-59
1422600,365,211,-59
1422600,419,8,-59
1422600,421,221,-53
1422600,543,269,-54
1422600,578,141,-54
1422600,589,291,-55
1422600,610,369,-52
1422600,640,172,-54
1422600,643,92,-44
1422600,676,386,-50
1422600,702,541,-57
1422900,276,242,-56
1422900,294,183,-59
1422900,352,297,-59
1422900,365,211,-59
1422900,419,8,-58
1422900,421,221,-50
1422900,427,88,-43
1422900,510,492,-52
1422900,522,118,-55
1422900,543,269,-54
1422900,553,455,-59
1422900,577,255,-53
1422900,578,141,-55
1422900,589,291,-54
1422900,595,19,-58
1422900,643,92,-44
1422900,663,519,-51
1422900,676,386,-59
1422900,689,432,-58
1423200,276,242,-55
1423200,301,300,-57
1423200,401,169,-57
1423200,421,221,-48
1423200,427,88,-56
1423200,479,147,-54
1423200,491,0,-57
1423200,522,118,-58
1423200,543,269,-57
1423200,558,557,-55
1423200,563,132,-54
1423200,585,273,-54
1423200,595,19,-56
1423200,640,172,-50
1423200,643,92,-53
1423200,663,519,-57
1423200,676,386,-56
1423500,272,166,-50
1423500,352,297,-58
1423500,401,169,-57
1423500,419,8,-52
1423500,427,88,-47
1423500,553,455,-57
1423500,585,273,-48
1423500,589,291,-56
1423500,595,19,-54
1423500,639,474,-59
1423500,640,172,-56
1423500,643,92,-50
1423800,147,61,-59
1423800,246,188,-57
1423800,301,300,-58
1423800,352,297,-56
1423800,374,297,-57
1423800,401,169,-57
1423800,419,8,-51
1423800,427,88,-54
1423800,553,455,-59
1423800,589,291,-54
1423800,595,19,-56
1423800,643,92,-48
1423800,651,623,-57
1424100,246,188,-58
1424100,272,166,-59
1424100,286,183,-52
1424100,301,300,-58
1424100,419,8,-56
1424100,421,205,-58
1424100,427,88,-54
1424100,468,116,-59
1424100,479,147,-56
1424100,585,273,-52
1424100,589,291,-54
1424100,595,19,-52
1424100,643,92,-40
1424100,663,519,-57
1424400,159,118,-59
1424400,382,218,-46
1424400,419,8,-50
1424400,421,183,-42
1424400,427,88,-55
1424400,468,116,-59
1424400,553,455,-56
1424400,589,291,-55
1424400,595,19,-58
1424400,617,279,-59
1424400,689,432,-59
1424700,171,49,-58
1424700,192,154,-57
1424700,246,188,-59
1424700,301,300,-55
1424700,352,297,-59
1424700,401,169,-50
1424700,419,8,-52
1424700,545,39,-53
1424700,548,531,-57
1424700,589,291,-51
1424700,595,19,-57
1424700,702,259,-58
1425000,401,169,-56
1425000,419,8,-52
1425000,589,291,-46
1425000,595,19,-59
1425000,601,340,-58
1425000,606,604,-50
1425000,676,386,-57
1425300,130,112,-57
1425300,246,188,-59
1425300,301,300,-59
1425300,401,169,-58
1425300,468,116,-58
1425300,491,0,-57
1425300,548,531,-57
1425300,558,557,-56
1425300,589,291,-46
1425300,677,583,-53
1425300,689,432,-59
1425600,159,118,-52
1425600,246,188,-58
1425600,419,8,-59
1425600,455,282,-56
1425600,491,0,-50
1425600,548,531,-59
1425600,556,480,-57
1425600,589,291,-46
1425900,93,67,-49
1425900,192,154,-59
1425900,246,188,-57
1425900,274,61,-56
1425900,301,300,-57
1425900,441,283,-53
1425900,556,480,-51
1425900,578,97,-58
1425900,588,395,-56
1425900,589,291,-50
1425900,601,340,-59
1426200,177,15,-59
1426200,374,297,-59
1426200,404,383,-42
1426200,589,291,-51
1426500,67,15,-52
1426500,100,67,-52
1426500,177,100,-56
1426500,249,205,-59
1426500,301,300,-58
1426500,304,164,-48
1426500,374,297,-58
1426500,376,114,-59
1426500,439,282,-57
1426500,441,283,-59
1426500,521,268,-52
1426500,589,291,-55
1426500,663,519,-59
1426500,666,354,-58
1426500,689,432,-59
1426800,67,15,-55
1426800,100,67,-57
1426800,374,297,-56
1426800,376,114,-58
1426800,585,273,-57
1426800,589,291,-53
1426800,812,179,-51
1427100,100,67,-54
1427100,288,169,-57
1427100,342,171,-57
1427100,439,282,-59
1427100,441,283,-59
1427100,505,476,-55
1427100,589,291,-52
1427100,591,177,-58
1427100,666,354,-59
1427100,689,432,-59
1427400,67,15,-58
1427400,100,67,-55
1427400,195,177,-57
1427400,301,300,-52
1427400,356,210,-59
1427400,427,34,-59
1427400,468,116,-56
1427400,505,254,-37
1427400,535,205,-56
1427400,578,97,-55
1427400,585,273,-46
1427400,589,291,-52
1427400,601,340,-52
1427400,666,354,-56
1427700,274,61,-57
1427700,288,169,-59
1427700,304,164,-58
1427700,374,297,-57
1427700,394,140,-54
1427700,427,34,-51
1427700,455,439,-53
1427700,578,97,-41
1427700,589,291,-50
1427700,632,195,-57
1427700,666,354,-53
1427700,677,366,-59
1428000,100,15,-56
1428000,195,177,-58
1428000,368,281,-58
1428000,394,140,-49
1428000,419,8,-59
1428000,578,97,-40
1428000,589,291,-47
1428000,601,340,-55
1428000,632,195,-58
1428000,666,354,-54
1428000,702,68,-58
1428300,100,15,-59
1428300,356,210,-56
1428300,419,8,-59
1428300,427,34,-50
1428300,455,439,-56
1428300,556,480,-57
1428300,580,283,-57
1428300,580,441,-50
1428300,588,395,-56
1428300,589,291,-49
1428300,666,354,-53
1428600,195,177,-55
1428600,372,190,-59
1428600,374,297,-54
1428600,419,8,-59
1428600,427,34,-57
1428600,439,282,-58
1428600,480,356,-52
1428600,512,46,-59
1428600,512,211,-57
1428600,580,283,-59
1428600,580,441,-52
1428600,585,397,-58
1428600,588,395,-56
1428600,617,368,-59
1428600,632,195,-56
1428600,639,474,-59
1428600,666,354,-53
1428600,686,407,-50
1428900,292,34,-58
1428900,299,237,-46
1428900,304,164,-58
1428900,344,15,-59
1428900,372,342,-50
1428900,374,297,-58
1428900,427,34,-59
1428900,427,292,-52
1428900,470,104,-59
1428900,512,46,-52
1428900,535,205,-54
1428900,580,283,-55
1428900,580,441,-50
1428900,585,397,-52
1428900,589,291,-48
1428900,601,340,-57
1428900,632,195,-58
1428900,632,491,-56
1429200,67,15,-57
1429200,100,15,-59
1429200,119,34,-59
1429200,237,133,-55
1429200,249,240,-51
1429200,304,164,-49
1429200,374,297,-53
1429200,376,114,-55
1429200,422,52,-52
1429200,427,34,-55
1429200,427,292,-51
1429200,470,104,-55
1429200,491,195,-58
1429200,512,211,-49
1429200,524,242,-57
1429200,559,204,-58
1429200,578,97,-37
1429200,580,283,-59
1429200,580,441,-48
1429200,585,397,-47
1429200,648,243,-55
1429200,666,354,-54
1429500,100,15,-59
1429500,246,188,-59
1429500,249,240,-48
1429500,344,100,-53
1429500,356,210,-56
1429500,374,297,-59
1429500,421,249,-50
1429500,422,13,-58
1429500,427,34,-54
1429500,535,300,-58
1429500,546,291,-48
1429500,559,204,-56
1429500,565,380,-52
1429500,585,189,-56
1429500,585,397,-59
1429500,639,494,-55
1429500,648,243,-54
1429500,684,280,-59
1429500,812,179,-57
1429800,100,15,-53
1429800,242,205,-35
1429800,249,240,-58
1429800,304,164,-56
1429800,373,256,-42
1429800,427,34,-52
1429800,520,243,-52
1429800,522,436,-59
1429800,524,242,-55
1429800,578,97,-50
1429800,580,283,-58
1429800,617,368,-57
1429800,812,179,-57
1430100,67,15,-58
1430100,100,15,-56
1430100,246,188,-55
1430100,277,122,-59
1430100,366,68,-57
1430100,427,34,-58
1430100,474,17,-45
1430100,512,211,-43
1430100,524,242,-57
1430100,546,291,-58
1430100,565,380,-54
1430100,578,97,-54
1430100,580,352,-53
1430100,596,17,-56
1430100,617,368,-57
1430100,812,179,-48
1430400,67,15,-56
1430400,195,177,-59
1430400,211,48,-57
1430400,246,188,-57
1430400,249,240,-59
1430400,277,122,-56
1430400,304,164,-56
1430400,344,100,-57
1430400,366,68,-52
1430400,374,297,-59
1430400,427,34,-56
1430400,437,366,-57
1430400,522,436,-59
1430400,524,242,-52
1430400,535,205,-59
1430400,578,97,-53
1430400,580,283,-58
1430400,580,441,-51
1430400,591,177,-59
1430400,617,368,-58
1430400,642,619,-58
1430400,648,243,-53
1430400,678,190,-56
1430400,701,122,-55
1430700,52,13,-58
1430700,67,15,-52
1430700,100,67,-59
1430700,195,177,-58
1430700,344,100,-57
1430700,366,68,-55
1430700,374,297,-52
1430700,427,34,-57
1430700,470,104,-58
1430700,505,476,-59
1430700,512,211,-54
1430700,522,436,-55
1430700,565,380,-57
1430700,580,283,-56
1430700,580,441,-57
1430700,585,189,-56
1430700,591,177,-58
1430700,648,243,-49
1430700,663,317,-59
1430700,682,405,-57
1430700,686,254,-50
1430700,812,179,-55
1431000,249,240,-47
1431000,288,169,-58
1431000,344,100,-58
1431000,356,185,-58
1431000,374,297,-51
1431000,437,366,-59
1431000,441,283,-57
1431000,470,104,-56
1431000,512,211,-56
1431000,522,436,-49
1431000,524,242,-56
1431000,617,368,-57
1431000,812,179,-59
1431300,111,80,-59
1431300,221,75,-59
1431300,249,240,-48
1431300,276,75,-56
1431300,276,221,-59
1431300,344,100,-59
1431300,419,8,-59
1431300,427,34,-56
1431300,459,91,-59
1431300,470,104,-58
1431300,512,211,-59
1431300,565,380,-56
1431300,580,441,-59
1431300,591,177,-58
1431300,617,368,-59
1431300,648,243,-50
1431300,701,122,-47
1431300,812,179,-54
1431600,100,15,-54
1431600,111,80,-56
1431600,139,15,-57
1431600,344,100,-53
1431600,419,8,-55
1431600,427,34,-55
1431600,459,319,-58
1431600,470,104,-58
1431600,512,211,-58
1431600,580,283,-58
1431600,617,368,-56
1431600,642,289,-50
1431600,682,48,-59
1431900,100,15,-59
1431900,246,188,-55
1431900,249,240,-49
1431900,276,75,-57
1431900,344,15,-59
1431900,512,211,-58
1431900,522,436,-33
1431900,535,205,-57
1431900,547,403,-37
1431900,552,177,-37
1431900,565,380,-50
1431900,578,97,-38
1431900,580,441,-59
1431900,585,397,-59
1431900,617,368,-56
1431900,648,243,-57
1431900,812,179,-52
1432200,52,13,-50
1432200,246,188,-43
1432200,249,240,-41
1432200,427,309,-52
1432200,441,283,-59
1432200,480,356,-44
1432200,512,211,-43
1432200,522,436,-38
1432200,535,205,-57
1432200,546,291,-54
1432200,559,204,-53
1432200,578,97,-42
1432200,589,291,-58
1432200,591,177,-59
1432200,617,368,-56
1432200,678,470,-59
1432500,195,177,-58
1432500,249,240,-43
1432500,344,15,-59
1432500,368,20,-55
1432500,441,283,-59
1432500,470,104,-55
1432500,480,356,-42
1432500,522,436,-53
1432500,535,300,-59
1432500,565,380,-52
1432500,578,97,-43
1432500,580,441,-46
1432500,585,397,-56
1432500,591,177,-59
1432500,617,368,-55
1432500,650,409,-58
1432800,100,15,-58
1432800,288,169,-58
1432800,372,190,-50
1432800,455,174,-59
1432800,480,356,-58
1432800,522,436,-52
1432800,535,205,-56
1432800,535,300,-55
1432800,546,291,-57
1432800,565,380,-54
1432800,578,97,-44
1432800,585,397,-57
1432800,617,368,-58
1432800,648,520,-54
1433100,67,15,-55
1433100,189,52,-46
1433100,249,240,-48
1433100,344,100,-56
1433100,401,169,-52
1433100,405,296,-56
1433100,470,104,-56
1433100,522,436,-46
1433100,559,64,-54
1433100,580,441,-43
1433100,585,189,-55
1433100,617,368,-55
1433400,52,13,-59
1433400,246,188,-58
1433400,249,240,-58
1433400,254,88,-43
1433400,256,111,-55
1433400,344,100,-54
1433400,372,190,-54
1433400,441,283,-58
1433400,505,476,-59
1433400,512,211,-43
1433400,522,436,-51
1433400,559,64,-53
1433400,580,441,-44
1433400,617,368,-55
1433400,812,179,-58
1433700,67,15,-54
1433700,246,188,-52
1433700,344,100,-54
1433700,436,354,-57
1433700,459,91,-59
1433700,522,436,-51
1433700,535,205,-44
1433700,546,291,-55
1433700,547,244,-52
1433700,559,64,-56
1433700,580,441,-50
1433700,591,177,-56
1433700,617,368,-58
1434000,52,13,-58
1434000,67,15,-53
1434000,100,15,-58
1434000,246,188,-59
1434000,249,240,-46
1434000,352,297,-59
1434000,470,104,-53
1434000,480,356,-41
1434000,522,436,-51
1434000,546,291,-58
1434000,559,64,-55
1434000,578,97,-58
1434000,580,441,-47
1434000,589,291,-56
1434000,591,177,-59
1434000,617,368,-57
1434300,52,13,-50
1434300,67,15,-55
1434300,100,15,-57
1434300,246,188,-55
1434300,249,240,-47
1434300,274,61,-56
1434300,372,190,-54
1434300,459,91,-52
1434300,470,104,-52
1434300,480,356,-35
1434300,522,436,-48
1434300,546,291,-52
1434300,580,441,-49
1434300,589,291,-53
1434300,591,177,-58
1434300,617,368,-57
1434300,661,122,-58
1434600,52,13,-50
1434600,100,67,-58
1434600,175,119,-57
1434600,229,205,-46
1434600,246,188,-44
1434600,249,240,-46
1434600,274,61,-56
1434600,288,169,-58
1434600,382,218,-50
1434600,470,104,-51
1434600,524,242,-57
1434600,585,397,-59
1434600,589,291,-58
1434600,591,152,-59
1434600,617,368,-58
1434600,661,122,-59
1434900,52,13,-52
1434900,67,15,-59
1434900,100,15,-59
1434900,100,67,-57
1434900,246,188,-53
1434900,249,240,-45
1434900,274,61,-56
1434900,288,169,-55
1434900,325,98,-50
1434900,522,247,-47
1434900,522,436,-56
1434900,559,204,-56
1434900,617,368,-55
1434900,619,550,-58
1435200,100,15,-55
1435200,249,240,-43
1435200,254,88,-36
1435200,325,292,-41
1435200,376,114,-56
1435200,416,177,-55
1435200,459,91,-53
1435200,494,164,-56
1435200,522,436,-48
1435200,595,19,-48
1435200,617,368,-56
1435500,52,13,-52
1435500,67,15,-57
1435500,100,15,-56
1435500,246,188,-56
1435500,249,240,-43
1435500,274,61,-59
1435500,325,292,-48
1435500,344,15,-59
1435500,356,210,-55
1435500,372,190,-54
1435500,459,91,-58
1435500,494,164,-59
1435500,522,436,-47
1435500,617,368,-56
1435500,661,277,-46
1435800,100,15,-53
1435800,100,67,-58
1435800,246,188,-55
1435800,249,240,-41
1435800,274,61,-57
1435800,288,169,-56
1435800,325,292,-53
1435800,325,309,-59
1435800,372,190,-54
1435800,422,13,-59
1435800,427,292,-55
1435800,449,47,-51
1435800,470,104,-56
1435800,524,242,-53
1435800,585,397,-58
1435800,595,19,-57
1435800,617,368,-55
1435800,619,200,-58
1435800,661,439,-33
1436100,67,15,-58
1436100,100,15,-59
1436100,176,146,-58
1436100,246,188,-52
1436100,249,240,-42
1436100,372,190,-59
1436100,401,169,-59
1436100,427,292,-46
1436100,427,325,-59
1436100,436,247,-51
1436100,455,174,-51
1436100,459,91,-51
1436100,524,242,-55
1436100,617,368,-57
1436400,67,15,-59
1436400,100,15,-52
1436400,246,188,-56
1436400,249,240,-46
1436400,325,34,-57
1436400,325,292,-55
1436400,401,169,-58
1436400,421,80,-37
1436400,427,292,-48
1436400,459,91,-55
1436400,522,436,-53
1436700,52,13,-43
1436700,67,15,-56
1436700,100,15,-56
1436700,246,188,-48
1436700,249,240,-42
1436700,325,34,-52
1436700,325,292,-58
1436700,356,210,-52
1436700,394,140,-53
1436700,401,169,-58
1436700,421,276,-35
