basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4211438,ca.proc.d.2002-03-27.1988.0,2002-03-27,,,,,,,,I wish to inform the House that pursuant to Standing Order 28 I have recalled the House this day for the sole purpose of granting royal assent to certain bills.,,,The Deputy Speaker,
4211439,ca.proc.d.2002-03-27.1988.1,2002-03-27,,,,,,Message from the Senate,,I have the honour to inform the House that a message has been received from the Senate informing this House that the Senate has passed certain bills.,,,The Deputy Speaker,
4211440,ca.proc.d.2002-03-27.1988.2,2002-03-27,,,,,The Royal Assent,Message from the Senate,,"I have the honour to inform the House that the following communication has been received:

Rideau Hall
Ottawa
March 27, 2002
Mr. Speaker,
I have the honour to inform you that the Honourable Ian Binnie, Puisne Judge of the Supreme Court of Canada, in his capacity as Deputy of the Governor General, will proceed to the Senate Chamber today, the 27th day of March, 2002, at 11.30 a.m., for the purpose of giving Royal Assent to certain bills.
Yours sincerely,
Barbara Uteck
Secretary to the Governor General

A message was delivered by the Usher of the Black Rod as follows:

Mr. Speaker, It is the desire of the Honourable the Deputy to Her Excellency the Governor General of Canada that this honourable House attend him immediately in the chamber of the Senate.

Accordingly, the Speaker with the House went up to the Senate chamber.
And being returned:",,,The Deputy Speaker,
4211441,ca.proc.d.2002-03-27.1988.3,2002-03-27,,,,,The Royal Assent,Message from the Senate,,"I have the honour to inform the House that when the House went up to the Senate chamber, the Deputy Governor General was pleased to give, in Her Majesty's name, the royal assent to the following bills:

Bill C-51, an act for granting to Her Majesty certain sums of money for the public service of Canada for the financial year ending March 31, 2002— Chapter No. 5.
Bill C-52, an act for granting to Her Majesty certain sums of money for the public service of Canada for the financial year ending March 31, 2003— Chapter No. 6.
Bill C-39, an act to replace the Yukon Act in order to modernize it and to implement certain provisions of the Yukon Northern Affairs Program Devolution Transfer Agreement, and to repeal and make amendments to other acts—Chapter No. 7.
Bill C-30, an act to establish a body that provides administrative services to the Federal Court of Appeal, the Federal Court, the Court Martial Appeal Court and the Tax Court of Canada, to amend the Federal Court Act, the Tax Court of Canada Act and the Judges Act, and to make related and consequential amendments to other acts—Chapter No. 8.
Bill C-49, an act to implement certain provisions of the budget tabled in Parliament on December 10, 2001—Chapter No. 9.

It being 11.50 a.m., the House stands adjourned until Monday, April 8, 2002, at 11 a.m., pursuant to Standing Orders 28 and 24.
(The House adjourned at 11.50 a.m.)",,,The Deputy Speaker,
