v54,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v97,v121,v126,v142,v143,v145,v208,v211,v170,v184,v185,v198,v226,v261_ppp,country
4.0,4.0,4.0,3.0,2.0,2.0,2.0,6.0,5.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,3.0,2.0,2.0,6.0,5.0,1.0,4.0,3.0,1.0,3.0,3.0,5.0,1995.0,1.87829152,Belarus
1.0,6.0,1.0,1.0,1.0,7.0,4.0,10.0,6.0,1.0,1.0,4.0,1.0,8.0,1.0,5.0,3.0,2.0,2.0,10.0,5.0,2.0,3.0,2.0,1.0,3.0,8.0,7.0,1985.0,1.126674265,Belarus
4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,8.0,1.0,10.0,5.0,5.0,1.0,3.0,2.0,8.0,4.0,3.0,1.0,5.0,2.0,4.0,5.0,4.0,1938.0,1.05151254,Belarus
7.0,6.0,4.0,2.0,2.0,1.0,6.0,9.0,6.0,2.0,4.0,8.0,4.0,8.0,4.0,6.0,2.0,2.0,1.0,9.0,5.0,4.0,2.0,2.0,2.0,3.0,5.0,4.0,1987.0,1.05151254,Belarus
7.0,3.0,3.0,1.0,1.0,1.0,1.0,10.0,10.0,4.0,1.0,1.0,1.0,10.0,3.0,1.0,3.0,2.0,3.0,10.0,8.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,1968.0,0.450218736,Belarus
3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,4.0,2.0,7.0,3.0,2.0,4.0,2.0,2.0,9.0,8.0,2.0,2.0,2.0,1.0,3.0,5.0,3.0,1988.0,2.629908775,Belarus
4.0,3.0,4.0,2.0,1.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,2.0,4.0,2.0,2.0,3.0,2.0,9.0,1988.0,0.750865638,Belarus
7.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,8.0,2.0,2.0,5.0,2.0,8.0,4.0,6.0,4.0,2.0,2.0,9.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,5.0,1993.0,0.750865638,Belarus
4.0,3.0,3.0,2.0,2.0,3.0,6.0,7.0,4.0,1.0,4.0,3.0,3.0,10.0,1.0,4.0,3.0,2.0,2.0,9.0,8.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,1973.0,1.126674265,Belarus
7.0,5.0,3.0,1.0,5.0,2.0,4.0,6.0,4.0,3.0,1.0,9.0,6.0,7.0,4.0,1.0,1.0,3.0,2.0,6.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,1999.0,2.629908775,Belarus
4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,7.0,5.0,2.0,4.0,3.0,1.0,4.0,4.0,4.0,1966.0,1.05151254,Belarus
4.0,7.0,5.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,6.0,3.0,7.0,4.0,6.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,6.0,5.0,1954.0,2.629908775,Belarus
4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,10.0,8.0,1.0,1.0,4.0,1.0,3.0,9.0,10.0,1949.0,1.05151254,Belarus
6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,2.0,1.0,8.0,5.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,1968.0,0.750865638,Belarus
2.0,5.0,1.0,8.0,5.0,10.0,8.0,10.0,6.0,1.0,8.0,10.0,6.0,9.0,1.0,7.0,3.0,2.0,2.0,9.0,9.0,2.0,1.0,1.0,1.0,3.0,5.0,9.0,1988.0,2.629908775,Belarus
4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,9.0,3.0,8.0,3.0,3.0,3.0,5.0,4.0,2.0,1.0,5.0,1.0,3.0,5.0,7.0,1957.0,0.450218736,Belarus
6.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,7.0,1.0,5.0,7.0,5.0,8.0,1.0,5.0,3.0,3.0,2.0,6.0,6.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,1960.0,1.05151254,Belarus
7.0,3.0,8.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,10.0,1.0,3.0,5.0,4.0,3.0,4.0,5.0,8.0,1999.0,1.87829152,Belarus
4.0,5.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,7.0,3.0,7.0,2.0,5.0,2.0,2.0,2.0,7.0,5.0,2.0,2.0,2.0,2.0,3.0,7.0,8.0,1968.0,0.750865638,Belarus
2.0,10.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,5.0,10.0,1.0,10.0,1.0,1.0,4.0,1.0,1.0,10.0,7.0,2.0,3.0,1.0,1.0,3.0,4.0,6.0,1995.0,0.450218736,Belarus
7.0,1.0,4.0,1.0,2.0,1.0,5.0,6.0,1.0,1.0,5.0,1.0,1.0,7.0,1.0,1.0,3.0,2.0,2.0,7.0,8.0,2.0,2.0,5.0,2.0,3.0,3.0,6.0,1959.0,0.750865638,Belarus
2.0,7.0,7.0,2.0,4.0,3.0,2.0,5.0,5.0,3.0,5.0,8.0,5.0,5.0,5.0,6.0,3.0,2.0,1.0,6.0,5.0,1.0,2.0,2.0,1.0,4.0,3.0,6.0,1974.0,1.87829152,Belarus
5.0,8.0,5.0,6.0,4.0,6.0,7.0,8.0,8.0,8.0,6.0,5.0,6.0,7.0,5.0,7.0,2.0,2.0,3.0,7.0,6.0,2.0,1.0,2.0,2.0,3.0,7.0,5.0,1985.0,0.29839205,Belarus
2.0,1.0,2.0,3.0,1.0,8.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,7.0,3.0,4.0,2.0,9.0,4.0,3.0,5.0,2.0,2.0,3.0,5.0,1.0,1988.0,0.750865638,Belarus
4.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,8.0,5.0,2.0,3.0,5.0,1.0,4.0,8.0,6.0,1967.0,1.87829152,Belarus
4.0,8.0,7.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,7.0,1975.0,2.629908775,Belarus
4.0,5.0,5.0,6.0,1.0,10.0,6.0,5.0,5.0,1.0,10.0,10.0,10.0,10.0,1.0,2.0,4.0,4.0,4.0,6.0,1.0,4.0,5.0,5.0,2.0,3.0,10.0,1.0,1988.0,1.05151254,Belarus
3.0,2.0,2.0,1.0,1.0,4.0,8.0,8.0,5.0,5.0,5.0,8.0,5.0,7.0,1.0,8.0,3.0,4.0,4.0,8.0,7.0,3.0,2.0,2.0,2.0,3.0,1.0,7.0,1971.0,1.126674265,Belarus
1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,10.0,8.0,3.0,2.0,5.0,1.0,4.0,8.0,10.0,1951.0,0.450218736,Belarus
7.0,7.0,3.0,1.0,1.0,2.0,2.0,8.0,3.0,1.0,3.0,1.0,1.0,10.0,1.0,8.0,3.0,2.0,2.0,10.0,8.0,1.0,4.0,1.0,2.0,3.0,10.0,6.0,1991.0,0.750865638,Belarus
6.0,3.0,3.0,1.0,1.0,7.0,8.0,8.0,8.0,4.0,9.0,9.0,5.0,10.0,1.0,4.0,3.0,2.0,1.0,7.0,7.0,3.0,1.0,3.0,1.0,3.0,5.0,4.0,1982.0,1.87829152,Belarus
5.0,4.0,4.0,2.0,2.0,2.0,4.0,8.0,3.0,3.0,4.0,7.0,3.0,8.0,2.0,10.0,3.0,2.0,2.0,7.0,8.0,2.0,2.0,2.0,1.0,3.0,8.0,5.0,1984.0,1.126674265,Belarus
4.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,10.0,6.0,3.0,1.0,1.0,2.0,3.0,7.0,10.0,1974.0,1.05151254,Belarus
4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,10.0,1.0,7.0,1.0,1.0,4.0,2.0,2.0,8.0,5.0,2.0,4.0,2.0,2.0,3.0,5.0,5.0,1998.0,1.87829152,Belarus
7.0,2.0,8.0,1.0,4.0,1.0,1.0,10.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,10.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1996.0,0.750865638,Belarus
6.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,6.0,3.0,5.0,5.0,1.0,6.0,1.0,5.0,2.0,4.0,3.0,10.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,10.0,1977.0,1.05151254,Belarus
4.0,4.0,4.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,6.0,10.0,1.0,6.0,2.0,3.0,2.0,9.0,3.0,2.0,1.0,3.0,4.0,4.0,8.0,4.0,1988.0,1.05151254,Belarus
2.0,2.0,4.0,1.0,2.0,2.0,3.0,6.0,1.0,3.0,2.0,5.0,2.0,8.0,1.0,5.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,1.0,2.0,3.0,2.0,5.0,1998.0,0.750865638,Belarus
4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,4.0,4.0,10.0,2.0,4.0,1.0,4.0,2.0,1.0,3.0,2.0,1949.0,0.750865638,Belarus
4.0,3.0,3.0,1.0,1.0,2.0,4.0,10.0,7.0,3.0,5.0,3.0,3.0,8.0,1.0,5.0,1.0,2.0,2.0,8.0,7.0,3.0,2.0,1.0,2.0,3.0,5.0,9.0,1945.0,0.29839205,Belarus
4.0,1.0,10.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,10.0,1.0,10.0,1.0,5.0,2.0,2.0,2.0,10.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,5.0,1974.0,2.629908775,Belarus
4.0,1.0,3.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,4.0,1.0,3.0,10.0,2.0,10.0,2.0,3.0,2.0,10.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1960.0,1.05151254,Belarus
1.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,1.0,6.0,7.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,7.0,4.0,2.0,4.0,3.0,1.0,2.0,2.0,6.0,1943.0,2.629908775,Belarus
5.0,1.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,4.0,3.0,1.0,10.0,1.0,10.0,3.0,4.0,2.0,9.0,7.0,1.0,1.0,5.0,2.0,3.0,1.0,10.0,1950.0,0.750865638,Belarus
2.0,4.0,2.0,1.0,2.0,4.0,2.0,6.0,5.0,2.0,2.0,4.0,2.0,6.0,4.0,5.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,5.0,1.0,3.0,3.0,7.0,1946.0,0.750865638,Belarus
4.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,8.0,3.0,5.0,1.0,1.0,8.0,1.0,9.0,2.0,2.0,1.0,9.0,7.0,1.0,1.0,5.0,2.0,3.0,9.0,9.0,1940.0,0.450218736,Belarus
4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,9.0,6.0,2.0,2.0,1.0,2.0,3.0,5.0,5.0,1983.0,1.05151254,Belarus
4.0,3.0,7.0,1.0,4.0,1.0,6.0,9.0,8.0,8.0,9.0,9.0,1.0,8.0,1.0,4.0,3.0,3.0,2.0,9.0,7.0,3.0,2.0,5.0,2.0,4.0,8.0,6.0,1969.0,0.750865638,Belarus
4.0,1.0,1.0,1.0,1.0,5.0,8.0,7.0,8.0,5.0,5.0,4.0,4.0,10.0,1.0,5.0,3.0,2.0,2.0,7.0,7.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,1981.0,1.126674265,Belarus
4.0,4.0,6.0,7.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,3.0,2.0,2.0,9.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1998.0,0.750865638,Belarus
3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,9.0,7.0,5.0,10.0,1.0,6.0,2.0,4.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,10.0,1960.0,0.750865638,Belarus
1.0,10.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,6.0,2.0,7.0,1.0,9.0,3.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,1986.0,1.126674265,Belarus
4.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,1.0,5.0,1.0,3.0,8.0,1.0,5.0,2.0,2.0,2.0,9.0,9.0,3.0,2.0,5.0,1.0,4.0,8.0,5.0,1956.0,1.87829152,Belarus
7.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,3.0,2.0,8.0,6.0,2.0,2.0,1.0,2.0,3.0,8.0,5.0,1985.0,1.126674265,Belarus
7.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,8.0,3.0,3.0,3.0,1.0,10.0,1.0,1.0,3.0,3.0,3.0,10.0,8.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,1992.0,0.450218736,Belarus
7.0,6.0,9.0,1.0,1.0,1.0,6.0,8.0,8.0,3.0,8.0,4.0,7.0,10.0,2.0,1.0,3.0,2.0,3.0,10.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,1960.0,0.450218736,Belarus
7.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,10.0,5.0,4.0,1.0,4.0,1.0,2.0,4.0,10.0,1952.0,1.126674265,Belarus
4.0,1.0,3.0,1.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,10.0,2.0,2.0,1.0,3.0,2.0,5.0,10.0,2.0,1952.0,1.126674265,Belarus
7.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,6.0,6.0,6.0,7.0,7.0,9.0,8.0,6.0,2.0,2.0,2.0,6.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,1975.0,0.750865638,Belarus
4.0,1.0,4.0,1.0,1.0,1.0,7.0,9.0,6.0,5.0,9.0,3.0,1.0,10.0,1.0,4.0,4.0,2.0,2.0,8.0,7.0,3.0,1.0,3.0,2.0,4.0,8.0,10.0,1985.0,1.126674265,Belarus
4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,8.0,1.0,2.0,3.0,1.0,10.0,1.0,10.0,2.0,3.0,2.0,10.0,8.0,1.0,1.0,5.0,1.0,3.0,5.0,9.0,1951.0,1.126674265,Belarus
4.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,3.0,2.0,2.0,8.0,8.0,2.0,2.0,4.0,1.0,3.0,5.0,5.0,1968.0,1.126674265,Belarus
5.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,2.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,1985.0,2.629908775,Belarus
3.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,9.0,8.0,2.0,1.0,5.0,1.0,3.0,1.0,10.0,1960.0,0.450218736,Belarus
4.0,5.0,5.0,5.0,8.0,6.0,4.0,5.0,3.0,5.0,4.0,6.0,5.0,4.0,4.0,7.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,5.0,5.0,1978.0,1.05151254,Belarus
6.0,1.0,3.0,1.0,1.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,3.0,2.0,2.0,8.0,7.0,3.0,2.0,4.0,2.0,3.0,6.0,3.0,1960.0,0.750865638,Belarus
7.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,6.0,1.0,1989.0,1.87829152,Belarus
4.0,1.0,2.0,1.0,1.0,1.0,8.0,9.0,1.0,1.0,1.0,3.0,1.0,10.0,1.0,9.0,2.0,2.0,2.0,9.0,8.0,2.0,1.0,5.0,1.0,3.0,8.0,6.0,1949.0,1.05151254,Belarus
4.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,8.0,8.0,8.0,4.0,1.0,10.0,1.0,1.0,4.0,1.0,2.0,8.0,5.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,1973.0,0.750865638,Belarus
7.0,2.0,7.0,8.0,8.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,1998.0,0.750865638,Belarus
4.0,8.0,5.0,2.0,4.0,7.0,4.0,7.0,6.0,6.0,5.0,8.0,5.0,5.0,8.0,5.0,3.0,3.0,2.0,8.0,7.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,1938.0,1.05151254,Belarus
3.0,1.0,7.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,10.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1951.0,0.750865638,Belarus
3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,2.0,10.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1984.0,1.87829152,Belarus
5.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,9.0,1.0,7.0,9.0,6.0,10.0,1.0,8.0,4.0,2.0,1.0,6.0,6.0,2.0,2.0,5.0,1.0,3.0,3.0,7.0,1951.0,0.450218736,Belarus
7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,8.0,1.0,1.0,5.0,2.0,1.0,1.0,9.0,1937.0,1.05151254,Belarus
5.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,9.0,1.0,9.0,2.0,2.0,2.0,6.0,6.0,1.0,1.0,5.0,1.0,3.0,1.0,6.0,1973.0,1.126674265,Belarus
3.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,6.0,7.0,2.0,2.0,3.0,2.0,3.0,6.0,4.0,1968.0,1.87829152,Belarus
1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,9.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,5.0,1974.0,1.87829152,Belarus
6.0,7.0,5.0,7.0,5.0,6.0,6.0,8.0,5.0,7.0,7.0,7.0,3.0,6.0,1.0,1.0,2.0,3.0,3.0,8.0,9.0,2.0,2.0,2.0,2.0,3.0,1.0,7.0,1960.0,0.450218736,Belarus
4.0,3.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,2.0,2.0,7.0,5.0,3.0,3.0,3.0,2.0,3.0,10.0,6.0,1992.0,1.126674265,Belarus
4.0,1.0,6.0,1.0,1.0,1.0,7.0,8.0,5.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,3.0,3.0,2.0,8.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,7.0,1957.0,0.750865638,Belarus
4.0,3.0,3.0,1.0,1.0,9.0,9.0,10.0,10.0,1.0,8.0,8.0,8.0,10.0,1.0,10.0,2.0,4.0,1.0,7.0,5.0,2.0,3.0,1.0,2.0,3.0,9.0,1.0,1980.0,2.629908775,Belarus
6.0,4.0,5.0,2.0,4.0,5.0,8.0,9.0,7.0,7.0,9.0,7.0,6.0,8.0,3.0,5.0,4.0,3.0,2.0,7.0,5.0,1.0,3.0,5.0,2.0,4.0,3.0,2.0,1970.0,1.87829152,Belarus
1.0,5.0,7.0,6.0,5.0,3.0,6.0,8.0,6.0,9.0,5.0,6.0,7.0,7.0,9.0,4.0,2.0,2.0,1.0,7.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1953.0,1.05151254,Belarus
7.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,7.0,1.0,2.0,5.0,1.0,3.0,2.0,5.0,1943.0,0.750865638,Belarus
3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,10.0,1.0,6.0,1.0,10.0,2.0,1.0,3.0,5.0,5.0,1.0,1.0,4.0,1.0,2.0,10.0,5.0,1948.0,0.750865638,Belarus
4.0,1.0,4.0,1.0,1.0,1.0,9.0,8.0,5.0,1.0,1.0,6.0,7.0,5.0,1.0,1.0,1.0,3.0,4.0,10.0,3.0,1.0,1.0,5.0,1.0,3.0,1.0,9.0,1953.0,0.750865638,Belarus
5.0,7.0,5.0,3.0,4.0,2.0,6.0,9.0,10.0,4.0,6.0,5.0,3.0,7.0,3.0,6.0,3.0,3.0,2.0,7.0,4.0,1.0,3.0,1.0,2.0,3.0,5.0,8.0,1983.0,1.87829152,Belarus
2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,4.0,5.0,2.0,4.0,4.0,1.0,3.0,4.0,8.0,1987.0,2.629908775,Belarus
7.0,7.0,7.0,4.0,4.0,10.0,10.0,10.0,10.0,4.0,7.0,7.0,5.0,10.0,5.0,8.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,7.0,3.0,1972.0,0.750865638,Belarus
5.0,4.0,5.0,1.0,2.0,6.0,2.0,5.0,5.0,2.0,3.0,6.0,1.0,6.0,2.0,3.0,2.0,2.0,2.0,10.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,6.0,1999.0,1.87829152,Belarus
7.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,4.0,3.0,2.0,7.0,6.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,1977.0,1.05151254,Belarus
3.0,5.0,8.0,2.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,4.0,7.0,6.0,7.0,3.0,2.0,2.0,9.0,9.0,3.0,1.0,1.0,1.0,4.0,8.0,1.0,1943.0,1.05151254,Belarus
3.0,3.0,4.0,7.0,8.0,2.0,6.0,4.0,9.0,6.0,7.0,9.0,5.0,6.0,7.0,3.0,2.0,2.0,1.0,3.0,8.0,1.0,1.0,1.0,1.0,4.0,3.0,8.0,1995.0,1.05151254,Belarus
3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,1.0,3.0,3.0,9.0,1959.0,0.750865638,Belarus
7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,3.0,1.0,5.0,1.0,3.0,10.0,10.0,1955.0,0.750865638,Belarus
7.0,4.0,3.0,8.0,3.0,1.0,6.0,10.0,7.0,2.0,3.0,2.0,2.0,8.0,1.0,2.0,1.0,3.0,3.0,9.0,7.0,3.0,1.0,5.0,2.0,4.0,2.0,6.0,1986.0,0.29839205,Belarus
7.0,4.0,3.0,2.0,1.0,10.0,1.0,7.0,10.0,1.0,7.0,7.0,6.0,9.0,3.0,9.0,4.0,3.0,3.0,9.0,2.0,1.0,5.0,5.0,2.0,3.0,2.0,3.0,1996.0,1.126674265,Belarus
7.0,3.0,3.0,3.0,3.0,3.0,10.0,10.0,10.0,3.0,6.0,7.0,8.0,10.0,3.0,7.0,2.0,3.0,3.0,10.0,6.0,2.0,1.0,2.0,2.0,3.0,6.0,4.0,1986.0,0.450218736,Belarus
4.0,5.0,3.0,2.0,1.0,1.0,5.0,5.0,10.0,1.0,3.0,8.0,3.0,10.0,4.0,10.0,3.0,4.0,3.0,8.0,6.0,4.0,1.0,1.0,2.0,3.0,4.0,4.0,1990.0,2.629908775,Belarus
5.0,3.0,2.0,1.0,1.0,5.0,1.0,6.0,6.0,1.0,5.0,1.0,5.0,5.0,1.0,10.0,1.0,2.0,2.0,5.0,7.0,2.0,2.0,5.0,2.0,3.0,5.0,8.0,1988.0,0.450218736,Belarus
5.0,4.0,2.0,1.0,1.0,1.0,9.0,8.0,4.0,1.0,7.0,6.0,1.0,9.0,1.0,8.0,1.0,2.0,1.0,6.0,5.0,1.0,1.0,1.0,2.0,3.0,9.0,9.0,1960.0,2.629908775,Belarus
7.0,10.0,4.0,10.0,1.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4.0,3.0,1.0,10.0,1.0,5.0,1.0,1.0,3.0,5.0,10.0,1997.0,1.87829152,Belarus
3.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,5.0,6.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1993.0,1.05151254,Belarus
4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,2.0,2.0,1.0,10.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,10.0,1972.0,3.569054535,Belarus
5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,10.0,5.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1982.0,1.126674265,Belarus
7.0,5.0,5.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,7.0,10.0,1.0,10.0,1.0,10.0,2.0,1.0,2.0,10.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1980.0,1.05151254,Belarus
5.0,3.0,7.0,1.0,1.0,1.0,5.0,9.0,3.0,3.0,9.0,9.0,7.0,9.0,1.0,9.0,1.0,3.0,2.0,7.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,1967.0,0.750865638,Belarus
