v54,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v97,v121,v126,v142,v143,v145,v208,v211,v170,v184,v185,v198,v226,v261_ppp,country
2.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,7.0,1.0,3.0,2.0,10.0,8.0,4.0,1.0,1.0,1.0,3.0,4.0,10.0,1977.0,3.400184929,Netherlands
4.0,1.0,6.0,1.0,1.0,6.0,5.0,7.0,6.0,4.0,4.0,3.0,1.0,6.0,3.0,1.0,2.0,3.0,3.0,7.0,7.0,2.0,1.0,2.0,2.0,3.0,4.0,6.0,1945.0,6.268779159,Netherlands
7.0,1.0,1.0,3.0,1.0,8.0,8.0,8.0,8.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,10.0,8.0,4.0,4.0,3.0,2.0,3.0,7.0,8.0,1982.0,3.922906544,Netherlands
5.0,1.0,1.0,1.0,1.0,10.0,6.0,6.0,8.0,8.0,5.0,1.0,1.0,8.0,1.0,7.0,2.0,3.0,3.0,9.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,10.0,1974.0,3.922906544,Netherlands
7.0,1.0,1.0,2.0,1.0,10.0,4.0,7.0,7.0,3.0,3.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,10.0,9.0,4.0,1.0,5.0,1.0,3.0,6.0,7.0,1948.0,3.400184929,Netherlands
6.0,1.0,1.0,10.0,6.0,10.0,10.0,10.0,10.0,6.0,10.0,6.0,10.0,10.0,1.0,10.0,3.0,3.0,2.0,8.0,8.0,2.0,5.0,5.0,2.0,3.0,6.0,1.0,1977.0,3.922906544,Netherlands
6.0,1.0,1.0,8.0,1.0,10.0,8.0,8.0,7.0,2.0,10.0,1.0,8.0,10.0,1.0,1.0,1.0,1.0,1.0,10.0,9.0,4.0,2.0,3.0,1.0,3.0,9.0,1.0,1994.0,1.478919692,Netherlands
3.0,1.0,1.0,4.0,1.0,10.0,3.0,6.0,6.0,3.0,3.0,1.0,4.0,8.0,3.0,3.0,1.0,3.0,1.0,10.0,8.0,4.0,1.0,1.0,3.0,3.0,8.0,4.0,1954.0,5.38879977,Netherlands
2.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,5.0,8.0,6.0,1.0,4.0,10.0,8.0,1.0,1.0,3.0,1.0,10.0,10.0,4.0,1.0,4.0,2.0,3.0,6.0,9.0,1946.0,2.115830759,Netherlands
7.0,1.0,2.0,1.0,2.0,10.0,5.0,3.0,6.0,2.0,2.0,3.0,3.0,7.0,2.0,1.0,2.0,3.0,2.0,6.0,6.0,3.0,4.0,5.0,1.0,2.0,2.0,9.0,1948.0,1.76938218,Netherlands
7.0,1.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,7.0,3.0,7.0,7.0,1.0,3.0,4.0,3.0,1.0,9.0,8.0,4.0,4.0,5.0,2.0,3.0,4.0,10.0,1969.0,5.38879977,Netherlands
6.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,10.0,2.0,3.0,1.0,4.0,9.0,1.0,1.0,2.0,3.0,2.0,10.0,9.0,4.0,2.0,5.0,3.0,3.0,4.0,6.0,1943.0,5.38879977,Netherlands
4.0,1.0,1.0,2.0,1.0,10.0,5.0,10.0,10.0,8.0,6.0,3.0,5.0,10.0,1.0,1.0,1.0,3.0,2.0,10.0,8.0,3.0,2.0,5.0,1.0,3.0,5.0,10.0,1945.0,3.400184929,Netherlands
5.0,3.0,2.0,5.0,2.0,9.0,9.0,9.0,9.0,5.0,5.0,2.0,5.0,9.0,2.0,1.0,3.0,2.0,2.0,9.0,8.0,3.0,5.0,5.0,1.0,3.0,8.0,5.0,1991.0,3.922906544,Netherlands
7.0,1.0,1.0,8.0,3.0,8.0,9.0,7.0,8.0,8.0,6.0,5.0,8.0,10.0,1.0,6.0,2.0,2.0,2.0,10.0,8.0,3.0,2.0,3.0,1.0,1.0,8.0,7.0,1990.0,6.268779159,Netherlands
7.0,1.0,1.0,4.0,1.0,10.0,6.0,8.0,8.0,4.0,4.0,1.0,6.0,7.0,1.0,1.0,2.0,2.0,2.0,10.0,8.0,2.0,1.0,5.0,1.0,3.0,7.0,8.0,1954.0,1.76938218,Netherlands
7.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,8.0,4.0,1.0,7.0,6.0,3.0,1.0,9.0,3.0,4.0,1.0,8.0,5.0,2.0,1.0,5.0,3.0,1.0,5.0,10.0,1941.0,2.115830759,Netherlands
7.0,3.0,2.0,5.0,1.0,10.0,8.0,7.0,8.0,6.0,4.0,2.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,9.0,9.0,3.0,2.0,4.0,4.0,3.0,6.0,7.0,1942.0,3.922906544,Netherlands
2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,9.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,10.0,1943.0,3.922906544,Netherlands
7.0,2.0,2.0,10.0,2.0,10.0,7.0,5.0,6.0,1.0,7.0,4.0,6.0,10.0,2.0,2.0,3.0,3.0,2.0,9.0,8.0,4.0,4.0,5.0,2.0,3.0,5.0,6.0,1969.0,1.067061622,Netherlands
7.0,1.0,2.0,8.0,2.0,10.0,10.0,10.0,10.0,6.0,9.0,1.0,8.0,8.0,1.0,9.0,2.0,2.0,2.0,10.0,8.0,4.0,4.0,4.0,1.0,2.0,5.0,10.0,1966.0,5.38879977,Netherlands
7.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,8.0,4.0,2.0,1.0,1.0,3.0,3.0,5.0,10.0,1956.0,3.922906544,Netherlands
4.0,1.0,1.0,4.0,1.0,10.0,8.0,10.0,8.0,1.0,8.0,3.0,5.0,9.0,1.0,1.0,2.0,1.0,1.0,10.0,9.0,4.0,2.0,4.0,1.0,4.0,10.0,5.0,1977.0,5.38879977,Netherlands
2.0,1.0,1.0,4.0,1.0,10.0,10.0,10.0,10.0,4.0,1.0,1.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0,9.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,10.0,1944.0,1.478919692,Netherlands
3.0,1.0,1.0,3.0,1.0,6.0,4.0,6.0,5.0,3.0,3.0,5.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,4.0,2.0,5.0,2.0,3.0,1.0,5.0,1946.0,2.448421394,Netherlands
6.0,1.0,6.0,6.0,6.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,4.0,1.0,4.0,6.0,6.0,1980.0,1.067061622,Netherlands
6.0,1.0,1.0,6.0,1.0,8.0,6.0,6.0,10.0,5.0,2.0,6.0,3.0,7.0,1.0,5.0,3.0,3.0,3.0,10.0,7.0,3.0,4.0,3.0,2.0,3.0,4.0,10.0,1986.0,5.38879977,Netherlands
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,2.0,3.0,2.0,10.0,7.0,4.0,4.0,1.0,1.0,3.0,5.0,7.0,1972.0,2.115830759,Netherlands
7.0,1.0,1.0,4.0,1.0,7.0,4.0,5.0,8.0,5.0,6.0,1.0,4.0,6.0,1.0,3.0,1.0,2.0,2.0,10.0,9.0,3.0,1.0,4.0,1.0,4.0,9.0,10.0,1945.0,2.910168059,Netherlands
3.0,3.0,3.0,7.0,2.0,10.0,8.0,9.0,6.0,3.0,4.0,3.0,4.0,9.0,1.0,1.0,1.0,3.0,2.0,10.0,7.0,4.0,1.0,2.0,2.0,3.0,4.0,8.0,1946.0,2.910168059,Netherlands
7.0,2.0,4.0,9.0,2.0,10.0,8.0,8.0,7.0,9.0,10.0,3.0,6.0,8.0,2.0,2.0,1.0,2.0,1.0,9.0,9.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,1994.0,2.448421394,Netherlands
2.0,1.0,2.0,3.0,1.0,10.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,10.0,8.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,1940.0,1.76938218,Netherlands
5.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,10.0,5.0,3.0,2.0,5.0,10.0,1.0,8.0,2.0,3.0,3.0,9.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,8.0,1962.0,2.115830759,Netherlands
3.0,1.0,1.0,1.0,1.0,10.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,10.0,1.0,4.0,4.0,4.0,1.0,7.0,4.0,3.0,2.0,5.0,2.0,4.0,6.0,8.0,1946.0,1.067061622,Netherlands
3.0,1.0,1.0,7.0,2.0,10.0,8.0,7.0,8.0,7.0,4.0,1.0,3.0,5.0,4.0,1.0,2.0,2.0,2.0,10.0,9.0,4.0,4.0,5.0,4.0,3.0,6.0,2.0,1937.0,3.400184929,Netherlands
2.0,1.0,2.0,1.0,1.0,7.0,5.0,7.0,6.0,4.0,5.0,4.0,5.0,4.0,1.0,1.0,2.0,3.0,4.0,9.0,7.0,2.0,3.0,4.0,2.0,2.0,7.0,10.0,1942.0,1.478919692,Netherlands
7.0,1.0,1.0,6.0,1.0,10.0,6.0,9.0,10.0,9.0,7.0,1.0,6.0,8.0,2.0,5.0,2.0,2.0,2.0,10.0,8.0,4.0,2.0,5.0,3.0,2.0,6.0,10.0,1959.0,1.067061622,Netherlands
6.0,1.0,1.0,1.0,1.0,5.0,7.0,4.0,8.0,4.0,7.0,1.0,7.0,10.0,1.0,8.0,2.0,2.0,2.0,9.0,10.0,4.0,2.0,4.0,1.0,2.0,10.0,8.0,1982.0,2.115830759,Netherlands
7.0,2.0,2.0,2.0,2.0,8.0,7.0,5.0,7.0,5.0,2.0,3.0,5.0,7.0,2.0,3.0,2.0,2.0,2.0,9.0,8.0,3.0,1.0,5.0,2.0,3.0,7.0,5.0,1952.0,5.38879977,Netherlands
7.0,1.0,3.0,6.0,1.0,10.0,6.0,9.0,7.0,7.0,8.0,3.0,8.0,8.0,1.0,1.0,2.0,3.0,2.0,10.0,8.0,3.0,3.0,5.0,2.0,3.0,3.0,6.0,1967.0,2.910168059,Netherlands
7.0,7.0,1.0,5.0,1.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,1.0,10.0,1.0,10.0,4.0,3.0,2.0,5.0,7.0,3.0,5.0,5.0,3.0,2.0,7.0,10.0,1970.0,3.922906544,Netherlands
7.0,1.0,1.0,3.0,1.0,8.0,7.0,8.0,4.0,2.0,6.0,1.0,6.0,8.0,1.0,1.0,2.0,3.0,2.0,10.0,7.0,4.0,1.0,4.0,2.0,2.0,10.0,10.0,1950.0,2.910168059,Netherlands
7.0,1.0,5.0,8.0,1.0,10.0,8.0,10.0,9.0,10.0,6.0,1.0,7.0,10.0,1.0,9.0,2.0,3.0,3.0,10.0,7.0,3.0,2.0,5.0,4.0,2.0,8.0,7.0,1952.0,6.268779159,Netherlands
2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,8.0,3.0,3.0,2.0,9.0,8.0,4.0,4.0,4.0,2.0,2.0,4.0,9.0,1966.0,3.400184929,Netherlands
7.0,1.0,2.0,3.0,1.0,10.0,8.0,10.0,9.0,6.0,8.0,1.0,7.0,7.0,1.0,5.0,2.0,3.0,1.0,10.0,8.0,2.0,2.0,5.0,2.0,1.0,1.0,10.0,1944.0,6.268779159,Netherlands
7.0,2.0,2.0,5.0,1.0,10.0,10.0,10.0,9.0,10.0,10.0,2.0,7.0,10.0,1.0,1.0,2.0,2.0,2.0,8.0,7.0,4.0,3.0,1.0,3.0,3.0,9.0,3.0,1983.0,3.400184929,Netherlands
4.0,1.0,3.0,3.0,1.0,10.0,8.0,6.0,8.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,10.0,7.0,2.0,2.0,2.0,2.0,3.0,7.0,9.0,1966.0,2.448421394,Netherlands
5.0,4.0,3.0,5.0,3.0,9.0,9.0,9.0,10.0,8.0,7.0,5.0,9.0,8.0,1.0,7.0,3.0,2.0,2.0,7.0,7.0,2.0,4.0,4.0,2.0,3.0,6.0,8.0,1953.0,5.38879977,Netherlands
1.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,3.0,3.0,10.0,8.0,4.0,1.0,1.0,2.0,3.0,9.0,8.0,1976.0,2.448421394,Netherlands
6.0,1.0,1.0,7.0,1.0,10.0,10.0,10.0,10.0,8.0,10.0,1.0,4.0,10.0,1.0,1.0,1.0,2.0,1.0,10.0,8.0,4.0,1.0,1.0,1.0,2.0,4.0,10.0,1976.0,2.448421394,Netherlands
7.0,1.0,1.0,6.0,1.0,10.0,10.0,10.0,7.0,10.0,5.0,1.0,6.0,10.0,1.0,1.0,2.0,3.0,3.0,10.0,5.0,3.0,4.0,5.0,2.0,3.0,6.0,6.0,1970.0,1.067061622,Netherlands
4.0,1.0,1.0,9.0,1.0,10.0,9.0,10.0,7.0,6.0,2.0,1.0,8.0,8.0,1.0,1.0,3.0,2.0,1.0,10.0,9.0,4.0,3.0,5.0,2.0,3.0,8.0,8.0,1960.0,6.268779159,Netherlands
1.0,1.0,1.0,3.0,1.0,8.0,2.0,5.0,3.0,3.0,5.0,3.0,3.0,7.0,3.0,1.0,3.0,3.0,2.0,9.0,8.0,3.0,4.0,3.0,1.0,3.0,7.0,5.0,1980.0,3.400184929,Netherlands
7.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,1.0,10.0,2.0,2.0,3.0,9.0,7.0,2.0,3.0,4.0,2.0,3.0,1.0,10.0,1965.0,3.400184929,Netherlands
5.0,1.0,2.0,5.0,3.0,9.0,8.0,9.0,9.0,8.0,8.0,4.0,4.0,8.0,3.0,1.0,2.0,2.0,2.0,8.0,8.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,1978.0,5.38879977,Netherlands
7.0,1.0,3.0,4.0,2.0,10.0,10.0,8.0,7.0,2.0,7.0,1.0,4.0,9.0,1.0,1.0,2.0,2.0,3.0,10.0,8.0,3.0,2.0,5.0,1.0,3.0,8.0,8.0,1979.0,6.268779159,Netherlands
7.0,1.0,3.0,1.0,1.0,10.0,6.0,10.0,6.0,5.0,3.0,5.0,5.0,7.0,1.0,1.0,3.0,3.0,3.0,9.0,8.0,2.0,4.0,4.0,2.0,3.0,5.0,7.0,1953.0,3.922906544,Netherlands
7.0,2.0,4.0,7.0,3.0,9.0,6.0,8.0,10.0,9.0,8.0,6.0,8.0,9.0,2.0,8.0,3.0,3.0,2.0,8.0,7.0,4.0,5.0,3.0,1.0,2.0,4.0,9.0,1964.0,3.400184929,Netherlands
6.0,2.0,3.0,5.0,1.0,8.0,9.0,10.0,8.0,6.0,4.0,3.0,8.0,9.0,3.0,8.0,3.0,3.0,3.0,9.0,4.0,3.0,4.0,4.0,2.0,3.0,6.0,9.0,1976.0,1.067061622,Netherlands
4.0,1.0,1.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,1.0,1.0,2.0,2.0,2.0,10.0,7.0,4.0,2.0,4.0,2.0,3.0,6.0,10.0,1954.0,3.400184929,Netherlands
7.0,1.0,1.0,8.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,5.0,10.0,2.0,6.0,2.0,2.0,1.0,10.0,8.0,3.0,3.0,1.0,1.0,3.0,8.0,4.0,1978.0,2.448421394,Netherlands
7.0,1.0,1.0,5.0,1.0,6.0,7.0,8.0,8.0,7.0,5.0,2.0,6.0,7.0,1.0,2.0,2.0,2.0,2.0,10.0,8.0,4.0,2.0,2.0,2.0,3.0,6.0,10.0,1954.0,3.400184929,Netherlands
7.0,3.0,2.0,8.0,1.0,10.0,10.0,9.0,10.0,10.0,9.0,5.0,8.0,8.0,2.0,2.0,2.0,2.0,1.0,7.0,8.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,1989.0,3.922906544,Netherlands
7.0,3.0,3.0,10.0,3.0,10.0,10.0,10.0,9.0,10.0,10.0,2.0,10.0,7.0,1.0,8.0,2.0,2.0,2.0,9.0,8.0,3.0,2.0,5.0,3.0,3.0,4.0,5.0,1952.0,5.38879977,Netherlands
7.0,1.0,1.0,1.0,1.0,10.0,3.0,8.0,9.0,3.0,7.0,1.0,7.0,9.0,1.0,3.0,3.0,2.0,2.0,7.0,8.0,3.0,1.0,5.0,2.0,3.0,4.0,9.0,1942.0,1.76938218,Netherlands
2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,10.0,8.0,2.0,1.0,2.0,3.0,1.0,3.0,10.0,1939.0,2.910168059,Netherlands
7.0,1.0,1.0,2.0,1.0,10.0,8.0,10.0,9.0,6.0,7.0,1.0,7.0,7.0,1.0,2.0,2.0,4.0,3.0,10.0,8.0,4.0,2.0,5.0,2.0,4.0,10.0,5.0,1945.0,2.115830759,Netherlands
7.0,1.0,3.0,5.0,2.0,10.0,10.0,10.0,9.0,8.0,3.0,3.0,4.0,9.0,2.0,1.0,1.0,2.0,2.0,10.0,9.0,4.0,1.0,1.0,2.0,3.0,9.0,5.0,1971.0,3.922906544,Netherlands
2.0,1.0,1.0,8.0,1.0,10.0,10.0,10.0,10.0,8.0,10.0,6.0,7.0,10.0,1.0,1.0,3.0,2.0,2.0,10.0,6.0,4.0,5.0,4.0,2.0,4.0,8.0,5.0,1977.0,1.478919692,Netherlands
1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,8.0,3.0,2.0,2.0,7.0,8.0,3.0,5.0,5.0,2.0,2.0,4.0,10.0,1974.0,6.268779159,Netherlands
7.0,2.0,6.0,6.0,2.0,10.0,10.0,8.0,10.0,8.0,7.0,7.0,8.0,10.0,1.0,1.0,2.0,2.0,2.0,10.0,9.0,4.0,3.0,5.0,2.0,3.0,10.0,8.0,1960.0,5.38879977,Netherlands
1.0,1.0,1.0,1.0,1.0,8.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,8.0,5.0,5.0,2.0,2.0,1.0,9.0,10.0,4.0,1.0,5.0,2.0,3.0,8.0,9.0,1941.0,3.400184929,Netherlands
2.0,1.0,1.0,1.0,1.0,10.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,2.0,10.0,10.0,2.0,1.0,1.0,2.0,3.0,3.0,7.0,1937.0,2.910168059,Netherlands
2.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,7.0,6.0,3.0,2.0,4.0,6.0,1.0,7.0,3.0,2.0,2.0,9.0,9.0,2.0,4.0,3.0,1.0,2.0,2.0,7.0,1959.0,3.400184929,Netherlands
2.0,1.0,1.0,1.0,1.0,10.0,8.0,7.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,9.0,8.0,2.0,3.0,5.0,2.0,3.0,3.0,5.0,1940.0,2.115830759,Netherlands
4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,10.0,10.0,2.0,4.0,4.0,1.0,2.0,7.0,6.0,1937.0,1.067061622,Netherlands
7.0,1.0,1.0,6.0,1.0,10.0,10.0,10.0,10.0,10.0,3.0,1.0,10.0,10.0,1.0,1.0,2.0,4.0,2.0,9.0,4.0,2.0,4.0,1.0,1.0,3.0,6.0,7.0,1945.0,3.400184929,Netherlands
3.0,1.0,1.0,1.0,1.0,7.0,1.0,8.0,5.0,1.0,5.0,1.0,1.0,10.0,3.0,10.0,3.0,4.0,2.0,10.0,3.0,1.0,4.0,3.0,1.0,4.0,10.0,7.0,1974.0,1.067061622,Netherlands
4.0,1.0,2.0,3.0,1.0,10.0,8.0,10.0,8.0,5.0,8.0,2.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,9.0,9.0,2.0,1.0,4.0,2.0,3.0,8.0,5.0,1961.0,6.268779159,Netherlands
7.0,1.0,10.0,6.0,1.0,8.0,10.0,10.0,9.0,9.0,6.0,9.0,9.0,9.0,1.0,7.0,3.0,3.0,2.0,10.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,10.0,1952.0,2.115830759,Netherlands
7.0,1.0,5.0,1.0,3.0,10.0,8.0,9.0,8.0,8.0,7.0,7.0,7.0,9.0,2.0,10.0,2.0,3.0,2.0,9.0,9.0,2.0,2.0,5.0,1.0,3.0,9.0,10.0,1972.0,3.400184929,Netherlands
7.0,2.0,2.0,8.0,2.0,10.0,8.0,8.0,8.0,3.0,8.0,6.0,2.0,8.0,8.0,10.0,2.0,4.0,2.0,8.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,10.0,1987.0,1.067061622,Netherlands
3.0,1.0,1.0,1.0,1.0,8.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,6.0,3.0,1.0,5.0,3.0,2.0,3.0,7.0,1941.0,3.400184929,Netherlands
7.0,4.0,4.0,1.0,1.0,10.0,5.0,5.0,5.0,2.0,4.0,5.0,7.0,8.0,1.0,1.0,3.0,4.0,2.0,8.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,9.0,1955.0,2.115830759,Netherlands
7.0,1.0,1.0,1.0,1.0,10.0,3.0,8.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,10.0,7.0,2.0,1.0,3.0,2.0,2.0,3.0,10.0,1939.0,2.448421394,Netherlands
7.0,1.0,4.0,4.0,1.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,8.0,10.0,1.0,1.0,2.0,4.0,3.0,10.0,7.0,3.0,3.0,3.0,1.0,4.0,8.0,9.0,1951.0,3.400184929,Netherlands
1.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,7.0,7.0,3.0,3.0,3.0,3.0,4.0,7.0,8.0,1963.0,2.448421394,Netherlands
7.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,5.0,10.0,1.0,8.0,3.0,4.0,4.0,5.0,5.0,2.0,1.0,5.0,2.0,1.0,8.0,10.0,1974.0,1.76938218,Netherlands
2.0,1.0,1.0,1.0,1.0,5.0,3.0,6.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,3.0,2.0,10.0,8.0,2.0,4.0,4.0,2.0,3.0,6.0,10.0,1948.0,1.067061622,Netherlands
1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,10.0,8.0,3.0,5.0,5.0,2.0,3.0,9.0,6.0,1975.0,3.400184929,Netherlands
7.0,2.0,2.0,5.0,1.0,10.0,8.0,8.0,8.0,8.0,6.0,2.0,6.0,8.0,1.0,1.0,2.0,2.0,2.0,10.0,8.0,3.0,2.0,5.0,2.0,3.0,8.0,8.0,1952.0,3.400184929,Netherlands
5.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,9.0,5.0,8.0,1.0,8.0,8.0,4.0,7.0,2.0,2.0,2.0,8.0,8.0,4.0,3.0,4.0,2.0,3.0,7.0,5.0,1955.0,2.910168059,Netherlands
7.0,2.0,7.0,7.0,2.0,10.0,9.0,10.0,9.0,9.0,10.0,6.0,8.0,10.0,1.0,1.0,3.0,3.0,1.0,8.0,9.0,3.0,4.0,4.0,2.0,4.0,8.0,6.0,1976.0,1.067061622,Netherlands
7.0,2.0,5.0,8.0,2.0,10.0,10.0,10.0,10.0,7.0,10.0,3.0,6.0,10.0,1.0,1.0,2.0,2.0,1.0,6.0,7.0,3.0,3.0,5.0,1.0,3.0,8.0,8.0,1985.0,5.38879977,Netherlands
7.0,1.0,1.0,5.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,1.0,1.0,1.0,2.0,3.0,10.0,9.0,4.0,1.0,5.0,2.0,3.0,8.0,3.0,1970.0,2.448421394,Netherlands
6.0,1.0,1.0,3.0,3.0,10.0,10.0,8.0,10.0,8.0,7.0,4.0,5.0,10.0,1.0,1.0,2.0,2.0,2.0,9.0,7.0,3.0,2.0,3.0,2.0,4.0,6.0,6.0,1985.0,3.922906544,Netherlands
7.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,6.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,10.0,6.0,3.0,4.0,5.0,2.0,5.0,5.0,8.0,1969.0,2.448421394,Netherlands
2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,2.0,10.0,6.0,4.0,1.0,1.0,1.0,2.0,8.0,8.0,1954.0,5.38879977,Netherlands
2.0,2.0,2.0,2.0,2.0,8.0,5.0,6.0,5.0,4.0,3.0,2.0,2.0,2.0,5.0,7.0,2.0,3.0,2.0,9.0,7.0,3.0,1.0,4.0,2.0,3.0,5.0,8.0,1952.0,2.910168059,Netherlands
7.0,1.0,1.0,2.0,1.0,9.0,6.0,6.0,7.0,6.0,2.0,3.0,5.0,7.0,4.0,7.0,3.0,2.0,3.0,6.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,10.0,1958.0,2.115830759,Netherlands
7.0,1.0,7.0,7.0,4.0,10.0,10.0,7.0,10.0,7.0,4.0,9.0,7.0,3.0,3.0,8.0,2.0,3.0,1.0,8.0,7.0,3.0,2.0,5.0,2.0,1.0,2.0,10.0,1943.0,6.268779159,Netherlands
4.0,1.0,2.0,2.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,2.0,7.0,7.0,1.0,1.0,2.0,2.0,2.0,9.0,9.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,1986.0,5.38879977,Netherlands
6.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,7.0,6.0,3.0,6.0,3.0,3.0,2.0,8.0,7.0,2.0,4.0,4.0,1.0,4.0,2.0,2.0,1954.0,2.910168059,Netherlands
4.0,1.0,1.0,8.0,1.0,10.0,5.0,9.0,9.0,9.0,4.0,2.0,3.0,9.0,1.0,9.0,1.0,4.0,1.0,7.0,5.0,3.0,1.0,2.0,3.0,2.0,4.0,8.0,1974.0,2.910168059,Netherlands
7.0,1.0,1.0,4.0,1.0,8.0,10.0,9.0,10.0,10.0,1.0,1.0,7.0,10.0,1.0,10.0,3.0,4.0,1.0,10.0,4.0,3.0,2.0,4.0,1.0,3.0,8.0,5.0,1946.0,2.910168059,Netherlands
7.0,1.0,1.0,6.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,6.0,10.0,1.0,6.0,2.0,2.0,2.0,10.0,9.0,3.0,2.0,4.0,1.0,3.0,6.0,2.0,1978.0,3.400184929,Netherlands
7.0,1.0,5.0,1.0,2.0,5.0,7.0,8.0,10.0,5.0,6.0,1.0,10.0,7.0,1.0,6.0,3.0,3.0,2.0,9.0,6.0,2.0,4.0,4.0,2.0,3.0,3.0,8.0,1937.0,2.910168059,Netherlands
